ABBOTT FRANCE,Pharmacien,MERLE PHILIPPE,25/02/2014,REPAS,€24,,
ASTRAZENECA,Infirmier,CARMANTRAND ISABELLE,05/06/2014,Repas,€20,,
ASTRAZENECA,Médecin,BAILLY ALAIN,20/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,BAILLY ALAIN,14/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,BAILLY ALAIN,11/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,BAILLY ALAIN,04/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,BOLOPION MICHEL,14/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,BOLOPION MICHEL,11/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,CUNIN BERNARD,20/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,DEMOLY JEAN MARIE,11/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,DEMOLY JEAN MARIE,04/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,DEMOLY JEAN MARIE,20/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,FAUSSER CLAUDE,14/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,GARCIA LAURENT,04/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,GRUNCHEC DANIEL,11/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,GRUNCHEC DANIEL,20/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,LIMONIER GILLES,20/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,NEYRAND CLAUDE AGNES,20/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,NEYRAND CLAUDE AGNES,11/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,ROUSSELET MARTIN,20/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,ROUSSELET MARTIN,04/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,VIEIRA DA SILVA VIGNY CATHERINE,11/02/2014,Repas,€57,,
ASTRAZENECA,Pharmacien,MONTENOT PHILIPPE,20/02/2014,Repas,€57,,
AUDIOMEDI SAS,Audioprothésiste,SEGAIN STEPHANIE,29/08/2013,REPAS,€25,,
AUDIOMEDI SAS,Audioprothésiste,SEGUIN STEPHANIE,25/10/2013,REPAS,€37,,
Bayer HealthCare SAS,Médecin,CHEKHCHOUKH El hachemi,02/07/2013,Hospitalité,€42,,
Bayer HealthCare SAS,Médecin,CUNIN BERNARD,17/09/2013,Hospitalité,€32,,
Bayer HealthCare SAS,Médecin,CUNIN BERNARD,21/01/2014,Hospitalité,€34,,
Bayer HealthCare SAS,Médecin,CUNIN BERNARD,12/10/2013,Hospitalité,€298,,
Bayer HealthCare SAS,Médecin,CUNIN BERNARD,10/06/2014,Hospitalité,€54,,
Bayer HealthCare SAS,Médecin,GARCIA LAURENT,18/10/2013,Hospitalité,€13,,
BIOGARAN,Pharmacien,DUREUX MARIE-PAULE,16/12/2013,REPAS,€35,,
BIOGARAN,Pharmacien,LAGIER FABIEN,16/12/2013,REPAS,€35,,
BIOGARAN,Pharmacien,LAGIER LESEPT ANNABELLE,16/12/2013,REPAS,€35,,
BIOGARAN,Pharmacien,LESEPT ANNABELLE,09/09/2013,AUTRE : FORMATION PROGRAMME STAR,€13,,
BIOGARAN,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BARNICHON ISABELLE,16/12/2013,REPAS,€35,,
BIOGARAN,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CANTORRE CAROLINE,16/12/2013,REPAS,€35,,
BIOGARAN,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MERAL NATHALIE,16/12/2013,REPAS,€35,,
BIOGARAN,Préparateur en pharmacie et préparateur en pharmacie hospitalière,NEU ISABELLE,16/12/2013,REPAS,€35,,
BIOGARAN,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SIBILLE LUCY,16/12/2013,REPAS,€35,,
BOEHRINGER INGELHEIM FRANCE,Médecin,BAILLY ALAIN,22/10/2013,HOSPITALITE,€56,,
BOEHRINGER INGELHEIM FRANCE,Médecin,BOLOPION MICHEL,22/10/2013,HOSPITALITE,€56,,
BOEHRINGER INGELHEIM FRANCE,Médecin,CHARTON GILLES,22/10/2013,HOSPITALITE,€56,,
BOEHRINGER INGELHEIM FRANCE,Médecin,CUNIN BERNARD,22/10/2013,HOSPITALITE,€56,,
BOEHRINGER INGELHEIM FRANCE,Médecin,DEMOLY JEAN MARIE,22/10/2013,HOSPITALITE,€56,,
BOEHRINGER INGELHEIM FRANCE,Médecin,GARCIA LAURENT,22/10/2013,HOSPITALITE,€56,,
BOEHRINGER INGELHEIM FRANCE,Médecin,NEYRAND CLAUDE AGNES,22/10/2013,HOSPITALITE,€56,,
BOEHRINGER INGELHEIM FRANCE,Médecin,ROUSSELET MARTIN,22/10/2013,HOSPITALITE,€56,,
BOIRON,Pharmacien,CHIELANT JEAN LOUIS,14/04/2014,[REPAS],€22,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LEBLANC MARIE ANNE,14/04/2014,[REPAS],€22,,
BRACCO IMAGING FRANCE,Manipulateur d’électroradiologie médicale,BAILLY MAGALI,11/06/2014,REPAS,€35,,
BRACCO IMAGING FRANCE,Manipulateur d’électroradiologie médicale,CROZAT AMANDINE,11/06/2014,REPAS,€35,,
BRACCO IMAGING FRANCE,Manipulateur d’électroradiologie médicale,ISABEY JOCELYNE,11/06/2014,REPAS,€35,,
BRACCO IMAGING FRANCE,Manipulateur d’électroradiologie médicale,KEFTI PATRICK,11/06/2014,REPAS,€35,,
BRACCO IMAGING FRANCE,Manipulateur d’électroradiologie médicale,RUIZ CATHERINE,11/06/2014,REPAS,€35,,
BRACCO IMAGING FRANCE,Manipulateur d’électroradiologie médicale,VACONNET EMILIE,11/06/2014,REPAS,€35,,
BRACCO IMAGING FRANCE,Médecin,MUGABO DOMINA,11/06/2014,REPAS,€35,,
BRISTOL-MYERS SQUIBB,Médecin,BAILLY ALAIN,18/03/2014,Repas,€50,,
BRISTOL-MYERS SQUIBB,Médecin,BERGELIN DIDIER,18/03/2014,Repas,€50,,
BRISTOL-MYERS SQUIBB,Médecin,CHARTON GILLES,18/03/2014,Repas,€50,,
BRISTOL-MYERS SQUIBB,Médecin,DEMOLY JEAN MARIE,18/03/2014,Repas,€50,,
BRISTOL-MYERS SQUIBB,Médecin,GARCIA LAURENT,18/03/2014,Repas,€50,,
BRISTOL-MYERS SQUIBB,Médecin,NEYRAND CLAUDE AGNES,18/03/2014,Repas,€50,,
BRISTOL-MYERS SQUIBB,Médecin,ROUSSELET MARTIN,18/03/2014,Repas,€50,,
BRISTOL-MYERS SQUIBB,Pharmacien,LAGIER BRUNO,18/03/2014,Repas,€50,,
BRISTOL-MYERS SQUIBB,Préparateur en pharmacie et préparateur en pharmacie hospitalière,POTTIER DAMIEN,18/03/2014,Repas,€50,,
BSN-RADIANTE SAS,Pharmacien,DUREUX-GABIOT PAULE,16/05/2014,Repas,€20,,
BSN-RADIANTE SAS,Pharmacien,LAGIER Fabien,16/05/2014,Repas,€20,,
BSN-RADIANTE SAS,Pharmacien,MONTENOT Philippe,03/04/2014,Repas,€25,,
BSN-RADIANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BARNICHON Isabelle,16/05/2014,Repas,€20,,
BSN-RADIANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BOLOT Jennifer,16/05/2014,Repas,€20,,
BSN-RADIANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MARCEL Nathalie,16/05/2014,Repas,€20,,
