ALLERGAN FRANCE,Médecin,DE LANVERSIN HUBERT,09/07/2013,REPAS,€23,,
ALLERGAN FRANCE,Médecin,DE LANVERSIN HUBERT,09/11/2013,TRANSPORT,€200,,
ALLERGAN FRANCE,Médecin,DE LANVERSIN HUBERT,09/11/2013,REPAS,€60,,
Bayer HealthCare SAS,Médecin,BONDER JEAN MARC,17/06/2014,Hospitalité,€42,,
Bayer HealthCare SAS,Médecin,FOSSAT CHRISTIAN,21/02/2014,Hospitalité,€54,,
Bayer HealthCare SAS,Médecin,GIBBS VICTOR,19/06/2014,Hospitalité,€43,,
Bayer HealthCare SAS,Médecin,THIBAUT MARC,17/06/2014,Hospitalité,€42,,
Bayer HealthCare SAS,Médecin,TIRKAWI RAMIZ,17/06/2014,Hospitalité,€42,,
BOIRON CARAIBES,Sage-femme,DERRIEN DELPHINE,05/10/2013,[REPAS],€41,,
BOIRON CARAIBES,Sage-femme,PIERROIS DEBORAH,05/10/2013,[REPAS],€41,,
BOIRON CARAIBES,Sage-femme,TOMA MARLENE,05/10/2013,[REPAS],€41,,
BRISTOL-MYERS SQUIBB,Médecin,BONDER JEAN MARC,12/12/2013,Repas,€52,,
BRISTOL-MYERS SQUIBB,Médecin,BONDER JEAN MARC,03/04/2014,Repas,€43,,
BRISTOL-MYERS SQUIBB,Médecin,MARCONI STEPHANE,19/06/2014,Repas,€43,,
BRISTOL-MYERS SQUIBB,Médecin,NUYTS ERIC,02/04/2014,Repas,€43,,
BRISTOL-MYERS SQUIBB,Médecin,RELTIEN JEROME,07/02/2014,Repas,€130,,
BRISTOL-MYERS SQUIBB,Médecin,RELTIEN JEROME,07/02/2014,Transport,€294,,
BRISTOL-MYERS SQUIBB,Médecin,RELTIEN JEROME,07/02/2014,Hébergement,€300,,
BRISTOL-MYERS SQUIBB,Médecin,THIBAUT MARC,03/04/2014,Repas,€43,,
BRISTOL-MYERS SQUIBB,Médecin,THIBAUT MARC,12/12/2013,Repas,€52,,
CONGRES COLLOQUES CONVENTIONS,Médecin,TRONQUET CHRISTOPHE,15/02/2014,REPAS,€30,,
ICOMED,Médecin,BONDER JEAN MARC,02/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,BONDER JEAN MARC,20/05/2014,Autre: [Enquête],€13,,
ICOMED,Médecin,IMBERT ERIK,12/06/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,JANOT NICOLAS,02/05/2013,Autre: [Enquête],€17,,
ICOMED,Médecin,LAM YUEN WAH LAM CHAI SING JIMMY,16/05/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,LAM YUEN WAH LAM CHAI SING JIMMY,12/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LAURENT JACQUES,19/02/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MICHEL MONIQUE,07/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MICHEL MONIQUE,23/06/2014,Autre: [Enquête],€23,,
ICOMED,Médecin,NUYTS ERIC,16/05/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,PENQUERCH VALERIE,02/05/2013,Autre: [Enquête],€28,,
ICOMED,Médecin,THIBAUT MARC,07/03/2013,Autre: [Enquête],€30,,
ISIS GUADELOUPE,Médecin,TIRKAWI Ramiz,04/04/2014,Hospitalité,€2,497,,
ISIS GUADELOUPE,Médecin,TIRKAWI Ramiz,28/06/2013,Repas,€22,,
ISIS GUADELOUPE,Médecin,TIRKAWI Ramiz,26/03/2014,Repas,€24,,
JANSSEN-CILAG,Pharmacien,HUC PATRICIA,25/11/2013,AUTRE : ENVOI D'ARTICLES OU D'OUVRAGES SCIENTIFIQUES,€30,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BENEDETTI MICHEL,22/04/2014,REPAS,€44,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BENEDETTI MICHEL,22/11/2012,Hospitalité,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BENEDETTI MICHEL,21/01/2014,REPAS,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BONDER JEAN MARC,23/01/2014,REPAS,€38,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BONDER JEAN MARC,27/11/2013,REPAS,€44,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CAMICAS VAN GOUT MICHEL,02/10/2013,REPAS,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DE LANVERSIN HUBERT,17/12/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DE LANVERSIN HUBERT,17/04/2013,Hospitalite,€60,,
