3M France,Chirurgien-dentiste,BERKANI BELINDA,10/04/2014,REPAS,€68,,
ALFA WASSERMANN PHARMA,Médecin,GUILLAUD BATAILLE NORBERT,06/03/2014,REPAS,€50,,
American Orthodontics,Chirurgien-dentiste,CHAPUIS JEROME,14/06/2012,REPAS,€87,,
American Orthodontics,Chirurgien-dentiste,CHAPUIS JEROME,21/02/2012,REPAS,€31,,
American Orthodontics,Chirurgien-dentiste,CHAPUIS JEROME,29/11/2012,REPAS,€75,,
American Orthodontics,Chirurgien-dentiste,CHAPUIS JEROME,22/05/2014,REPAS,€22,,
American Orthodontics,Chirurgien-dentiste,CHAPUIS JEROME,22/05/2014,REPAS,€22,,
AMGEN SAS,Médecin,SORNAY RENDU ELISABETH,22/10/2013,REPAS,€57,,
AMO FRANCE SAS,Médecin,CHEVALIER DENIS,12/11/2013,REPAS DE TRAVAIL,€17,,
AMO FRANCE SAS,Médecin,CHEVALIER DENIS,19/11/2013,REPAS DE TRAVAIL,€12,,
AMO FRANCE SAS,Médecin,CHEVALIER DENIS,20/05/2014,REPAS DE TRAVAIL,€15,,
AMO FRANCE SAS,Médecin,CHEVALIER DENIS,15/04/2014,REPAS DE TRAVAIL,€16,,
APTALIS PHARMA SAS,Médecin,GUILLAUD BATAILLE NORBERT,13/06/2014,FRAIS D'HOSPITALIT,€13,,
APTALIS PHARMA SAS,Médecin,GUILLAUD BATAILLE NORBERT,13/06/2014,FRAIS D'HOSPITALIT,€35,,
APTALIS PHARMA SAS,Médecin,LABROSSE ALEXANDRE,18/04/2014,FRAIS D'HOSPITALIT,€23,,
APTALIS PHARMA SAS,Pharmacien,ALLAGNAT LAURUT MARTINE,13/06/2014,FRAIS D'HOSPITALIT,€35,,
APTALIS PHARMA SAS,Pharmacien,ALLAGNAT LAURUT MARTINE,13/06/2014,FRAIS D'HOSPITALIT,€13,,
ASTELLAS PHARMA,Médecin,BAILLY JEAN,30/05/2013,REPAS,€82,,
ASTELLAS PHARMA,Médecin,BEN GUIRAT ANOUAR,30/05/2013,REPAS,€82,,
ASTELLAS PHARMA,Médecin,CHELOUCHE ANDRE,30/05/2013,REPAS,€82,,
ASTELLAS PHARMA,Médecin,DEZISSERT KARIM,30/05/2013,REPAS,€82,,
ASTELLAS PHARMA,Médecin,GUILLAUD BATAILLE NORBERT,30/05/2013,REPAS,€82,,
ASTELLAS PHARMA,Médecin,LABROSSE ALEXANDRE,30/05/2013,REPAS,€82,,
ASTRAZENECA,Médecin,BAILLY JEAN,09/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,BAILLY JEAN,26/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,BAILLY JEAN,01/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,BERODIER PERDRIX CHRISTINE,24/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,BERODIER PERDRIX CHRISTINE,11/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,CHELOUCHE ANDRE,17/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,CHELOUCHE ANDRE,26/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,CHELOUCHE ANDRE,09/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,CHELOUCHE ANDRE,10/06/2014,Repas,€57,,
ASTRAZENECA,Médecin,GONIN JEAN PAUL,26/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,GONIN JEAN PAUL,09/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,GRAS GONIN MARIE HELENE,26/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,GRAS GONIN MARIE HELENE,09/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,GUILLAUD BATAILLE MAGUY,26/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,GUILLAUD BATAILLE MAGUY,09/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,GUILLAUD BATAILLE NORBERT,09/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,GUILLAUD BATAILLE NORBERT,26/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,LABROSSE ALEXANDRE,09/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,LABROSSE ALEXANDRE,26/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,LABROSSE ALEXANDRE,01/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,MULIN MARIE PASCALE,20/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,MULIN MARIE PASCALE,09/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,RODET FREDERIQUE,26/09/2013,Repas,€57,,
ASTRAZENECA,Pharmacien,ALLAGNAT LAURUT MARTINE,09/01/2014,Repas,€57,,
ASTRAZENECA,Pharmacien,ALLAGNAT LAURUT MARTINE,26/09/2013,Repas,€57,,
AUDIOMEDI SAS,Médecin,CAILLAT YVES,19/12/2013,REPAS,€52,,
BAYER SANTE FAMILIALE,Médecin,DERESSE BRUNO,27/06/2013,REPAS,€55,,
BOIRON,Médecin,BELLINI LYDIA,09/10/2013,[REPAS],€27,,
BOIRON,Pharmacien,DEBARD KARINE,08/11/2013,[REPAS],€25,,
BOIRON,Pharmacien,SCHMITT EVELYNE,18/04/2014,[REPAS],€27,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,VENDITI CELINE,08/11/2013,[REPAS],€25,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,VENDITI CLINE,18/04/2014,[REPAS],€27,,
BOIRON,Sage-femme,CATELAND-PIZZOCARO AURELIE,12/11/2013,[REPAS],€25,,
BOIRON,Sage-femme,EYBERT-BERARD CAMILLE FLEUR,12/11/2013,[REPAS],€25,,
BRISTOL-MYERS SQUIBB,Médecin,BAILLY JEAN,13/05/2014,Repas,€47,,
BRISTOL-MYERS SQUIBB,Médecin,GONIN JEAN PAUL,13/05/2014,Repas,€47,,
BRISTOL-MYERS SQUIBB,Médecin,GRAS GONIN MARIE HELENE,13/05/2014,Repas,€47,,
BRISTOL-MYERS SQUIBB,Médecin,LABROSSE ALEXANDRE,13/05/2014,Repas,€47,,
BRISTOL-MYERS SQUIBB,Médecin,MULIN MARIE PASCALE,22/05/2014,Repas,€48,,
BRISTOL-MYERS SQUIBB,Médecin,MULIN MARIE PASCALE,20/03/2014,Repas,€55,,
BRISTOL-MYERS SQUIBB,Médecin,RODET FREDERIQUE,13/05/2014,Repas,€47,,
BRISTOL-MYERS SQUIBB,Médecin,SORNAY RENDU ELISABETH,10/01/2014,Hébergement,€121,,
BRISTOL-MYERS SQUIBB,Médecin,SORNAY RENDU ELISABETH,10/01/2014,Repas,€105,,
BRISTOL-MYERS SQUIBB,Pharmacien,ALLAGNAT LAURUT MARTINE,13/05/2014,Repas,€47,,
BRISTOL-MYERS SQUIBB,Pharmacien,RICHERMOZ MARIE EDITH,12/06/2014,Repas,€50,,
BRISTOL-MYERS SQUIBB,Pharmacien,SCHIELE CLARISSE,13/05/2014,Repas,€47,,
BRISTOL-MYERS SQUIBB,Pharmacien,YNNA HELENE,12/06/2014,Repas,€50,,
CELGENE,Médecin,CHELOUCHE ANDRE,14/11/2013,REPAS MANIFESTATION DE FORMATION,€51,,
CELGENE,Médecin,GONIN JEAN-PAUL,14/11/2013,REPAS MANIFESTATION DE FORMATION,€51,,
CELGENE,Médecin,GUILLAUD BATAILLE NORBERT,14/11/2013,REPAS MANIFESTATION DE FORMATION,€51,,
CELGENE,Médecin,LABROSSE JACQUES,14/11/2013,REPAS MANIFESTATION DE FORMATION,€51,,
CELGENE,Médecin,MULIN MARIE PASCALE,14/11/2013,REPAS MANIFESTATION DE FORMATION,€51,,
CELGENE,Médecin,RODET FRÉDÉRIQUE,14/11/2013,REPAS MANIFESTATION DE FORMATION,€51,,
CENTRALE DES PEELINGS,Médecin,BRUN MARIEFRANCE,10/02/2014,cadeaux,€17,,
CHIESI SA,Médecin,CAILLAT YVES,04/10/2013,Repas,€45,,
colgate palmolive,Chirurgien-dentiste,DUCARRE SIGRID,02/01/2014,Dons de materiel,€16,,
colgate palmolive,Chirurgien-dentiste,FOURNIER DAMIEN,02/01/2014,Dons de materiel,€16,,
colgate palmolive,Chirurgien-dentiste,JAVOUREZ DOMINIQUE,04/02/2014,Dons de materiel,€16,,
colgate palmolive,Chirurgien-dentiste,LECUIT VROOM MARIE AGNES,02/01/2014,Dons de materiel,€16,,
colgate palmolive,Chirurgien-dentiste,PENEAU STEPHANIE,02/01/2014,Dons de materiel,€16,,
colgate palmolive,Chirurgien-dentiste,VROOM JAN,02/01/2014,Dons de materiel,€16,,
CONGRES COLLOQUES CONVENTIONS,Médecin,BRET ROGER VERONIQUE,22/02/2014,REPAS,€30,,
CONGRES COLLOQUES CONVENTIONS,Médecin,DERESSE BRUNO,22/02/2014,REPAS,€30,,
COOPERVISION SAS,Opticien-lunetier,BAYARD AUBERI,03/06/2014,REPAS,€56,,
COOPERVISION SAS,Opticien-lunetier,BAYARD AUBERI,15/10/2013,REPAS,€60,,
COOPERVISION SAS,Opticien-lunetier,BEC ALEXANDRA,03/06/2014,REPAS,€56,,
COOPERVISION SAS,Opticien-lunetier,BEC ALEXANDRA,15/10/2013,REPAS,€60,,
COOPERVISION SAS,Opticien-lunetier,CHABERT JOFFREY,15/10/2013,REPAS,€60,,
COOPERVISION SAS,Opticien-lunetier,COLOMER ELODIE,03/06/2014,REPAS,€56,,
COOPERVISION SAS,Opticien-lunetier,COLOMER ELODIE,15/10/2013,REPAS,€60,,
COOPERVISION SAS,Opticien-lunetier,DESVIGNES THOMAS,03/06/2014,REPAS,€56,,
COOPERVISION SAS,Opticien-lunetier,DESVIGNES THOMAS,15/10/2013,REPAS,€60,,
COOPERVISION SAS,Opticien-lunetier,MARTIN GUILLAUME,03/06/2014,REPAS,€56,,
COOPERVISION SAS,Opticien-lunetier,MARTIN GUILLAUME,15/10/2013,REPAS,€60,,
COSMETIQUE ACTIVE FRANCE,Médecin,BRUN MARIE FRANCE,10/10/2013,AUTRE,€60,,
COSMETIQUE ACTIVE FRANCE,Médecin,BRUN MARIE FRANCE,09/07/2013,REPAS,€14,,
DAIICHI SANKYO FRANCE SAS,Médecin,CHELOUCHE ANDRE,19/09/2013,Repas,€60,,
DAIICHI SANKYO FRANCE SAS,Médecin,GUILLAUD BATAILLE NORBERT,11/06/2014,Repas,€60,,
GaldermaQMed,Médecin,BRUN MARIE FRANCE,13/01/2014,Autre,€73,,
GaldermaQMed,Médecin,BRUN MARIE FRANCE,13/01/2014,Hospitalité,€36,,
GIBAUD,Pharmacien,RICHERMOZ XAVIER,24/01/2014,Repas,€18,,
GIBAUD,Pharmacien,SCHIELE CLARISSE,13/12/2013,Repas,€17,,
GIBAUD,Préparateur en pharmacie et préparateur en pharmacie hospitalière,TRILLAT BERNARD,13/12/2013,Repas,€17,,
GIBAUD,Préparateur en pharmacie et préparateur en pharmacie hospitalière,VIAL BERNADETTE,13/12/2013,Repas,€17,,
ICOMED,Chirurgien-dentiste,DRONEAU EMMANUELLE,20/05/2014,Autre: [Enquête],€12,,
ICOMED,Chirurgien-dentiste,FOURNIER DAMIEN,20/05/2014,Autre: [Enquête],€12,,
ICOMED,Chirurgien-dentiste,PENEAU STEPHANIE,26/04/2013,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,PENEAU STEPHANIE,06/05/2014,Autre: [Enquête],€12,,
ICOMED,Médecin,ANTHONIOZ BLANC PIERRE,24/12/2013,Autre: [Enquête],€31,,
ICOMED,Médecin,ANTHONIOZ BLANC PIERRE,14/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,BALDY GARCIA CECILE,23/01/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,BERNARD PATRICE,07/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,BILLAUD JEAN YVES,07/01/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,BILLAUD JEAN YVES,05/12/2013,Autre: [Enquête],€31,,
ICOMED,Médecin,BLATTES BRUNO,26/02/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,BLATTES BRUNO,17/01/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,BRUN MARIE FRANCE,05/05/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,DEZISSERT KARIM,23/01/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,DUGLAT PATRICK,22/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,GONZALEZ MIGUEL ANGEL,17/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,GONZALEZ MIGUEL ANGEL,28/11/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,GUILLAUD BATAILLE MAGUY,29/10/2013,Autre: [Enquête],€30,,
