ALFA WASSERMANN PHARMA,Médecin,TURQUETIL JEAN LOUP,13/12/2013,REPAS,€30,,
ASTRAZENECA,Médecin,BUOT JEAN PIERRE,26/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,TURQUETIL J LOUP,26/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,TURQUETIL J LOUP,24/04/2014,Repas,€57,,
BIOGARAN,Pharmacien,MARAIS Hubert,10/01/2014,AUTRE : FORMATION CURSUS ESSEC,€547,,
CHIESI SA,Médecin,TURQUETIL J LOUP,27/03/2014,Repas,€49,,
COSMETIQUE ACTIVE FRANCE,Etudiant,ANGUE-JULIENNE TYPHAINE,19/05/2014,REPAS,€20,,
COSMETIQUE ACTIVE FRANCE,Etudiant,CALOCER FLORIANE,22/04/2014,REPAS,€20,,
COSMETIQUE ACTIVE FRANCE,Etudiant,LECORRE MAXIME,22/04/2014,REPAS,€20,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,AZE VIRGINIE,19/05/2014,REPAS,€20,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,AZE VIRGINIE,20/01/2014,REPAS,€20,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,DE BREK PASCALE,20/01/2014,REPAS,€20,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,LECHEVALIER EMILIEN,22/04/2014,REPAS,€20,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,MALNOUX MARIE-AUDE,22/04/2014,REPAS,€20,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,PROUX MARIE-HÉLÈNE,20/01/2014,REPAS,€20,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,PROUX MARIE-HÉLÈNE,19/05/2014,REPAS,€20,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,PROUX THOMAS,20/01/2014,REPAS,€20,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,PROUX THOMAS,19/05/2014,REPAS,€20,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,SALLE SYLVIE,19/05/2014,REPAS,€20,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,SALLE SYLVIE,20/01/2014,REPAS,€20,,
ICOMED,Chirurgien-dentiste,GENESTAR DOROTHEE,21/05/2013,Autre: [Enquête],€14,,
ICOMED,Médecin,COUET JEAN MARC,04/12/2013,Autre: [Enquête],€27,,
ICOMED,Médecin,LAHAYE JEAN PAUL,04/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,TSAGOURIA ALEXANDRA,04/12/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,TSAGOURIA ALEXANDRA,22/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,TURQUETIL J LOUP,13/02/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,VILQUE CATHERINE,24/10/2013,Autre: [Enquête],€30,,
ICOMED,Pharmacien,ANQUETIL PATRICK,18/02/2014,Autre: [Enquête],€12,,
JANSSEN-CILAG,Médecin,BLANCHEMAIN BOUCHE ELIANE,10/10/2013,REPAS,€18,,
JANSSEN-CILAG,Médecin,BOUCHE OLIVIER,10/10/2013,REPAS,€18,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GUILLOUET ANNE,18/02/2014,REPAS,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TURQUETIL J LOUP,30/05/2013,Hospitalite,€55,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,BLANCHEMAIN BOUCHE ELIANE,08/10/2013,Repas,€19,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,BOUCHE OLIVIER,08/10/2013,Repas,€19,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,TURQUETIL J LOUP,20/03/2014,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,DE BREK PASCALE,02/06/2014,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,MALNOUX MARIE AUDE,07/02/2014,Repas,€55,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,PROUX MARIE HELENE,02/06/2014,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,PROUX THOMAS,02/06/2014,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,SALLE SYLVIE,02/06/2014,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,RENAUD MAGALIE,02/06/2014,Repas,€60,,
Laboratoires Leurquin Mediolanum,Médecin,BOUCHE OLIVIER,24/01/2014,AUTRE,€30,,
Laboratoires Leurquin Mediolanum,Médecin,BOUCHE OLIVIER,15/11/2013,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,BOUCHE OLIVIER,20/09/2013,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,DELLAVALLE VINCENT,24/01/2014,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,TURQUETIL J LOUP,05/11/2013,AUTRE,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,ACARD CORALIE,11/06/2013,INVITATIONS,€20,,
LABORATOIRES URGO,Infirmier,LECORDIER CAROLE,15/10/2013,REPAS,€38,,
LES LABORATOIRES SERVIER,Médecin,BOUCHE ELIANNE,20/02/2014,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,BOUCHE ELIANNE,17/09/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,BOUCHE OLIVIER,17/09/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,BOUCHE OLIVIER,20/02/2014,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,DELLAVALLE VINCENT,17/09/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,LAHAYE JEAN-PAUL,17/09/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,PHILIPPE ARNAUD,17/09/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,TSAGOURIA ALEXANDRA,17/09/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,TURQUETIL JEAN,20/02/2014,Repas,€50,,
MENARINI FRANCE,Médecin,TURQUETIL JEAN-LOUP,19/11/2013,REPAS,€53,,
MSD France,Médecin,BLANCHEMAIN BOUCHE ELIANE,06/06/2013,REPAS,€27,,
MSD France,Médecin,BLANCHEMAIN BOUCHE ELIANE,30/05/2013,HOSPITALITÉ,"€1,084",,
MSD France,Médecin,BLANCHEMAIN BOUCHE ELIANE,26/04/2014,REPAS,€40,,
MSD France,Médecin,BLANCHEMAIN BOUCHE ELIANE,17/07/2013,REPAS,€28,,
MSD France,Médecin,BLANCHEMAIN BOUCHE ELIANE,12/12/2013,REPAS,€55,,
MSD France,Médecin,BLANCHEMAIN BOUCHE ELIANE,25/04/2014,HÉBERGEMENT,€172,,
MSD France,Médecin,BLANCHEMAIN BOUCHE ELIANE,10/10/2013,REPAS,€25,,
MSD France,Médecin,BLANCHEMAIN BOUCHE ELIANE,03/04/2014,REPAS,€15,,
MSD France,Médecin,BLANCHEMAIN BOUCHE ELIANE,25/04/2014,TRANSPORT,€907,,
MSD France,Médecin,BLANCHEMAIN BOUCHE ELIANE,07/11/2013,REPAS,€55,,
MSD France,Médecin,BLANCHEMAIN BOUCHE ELIANE,26/06/2013,HOSPITALITÉ,€53,,
