ABBOTT PRODUCTS SAS,Médecin,NORD Alain,19/08/2013,REPAS,€20,,
ASTRAZENECA,Etudiant,SAIDANI MANEL,01/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,ALHABAJ Said,29/11/2013,Transport,€246,,
ASTRAZENECA,Médecin,ALHABAJ Said,29/11/2013,Hébergement,€219,,
ASTRAZENECA,Médecin,ALHABAJ SAID,13/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,ALHABAJ Said,29/11/2013,Repas,€146,,
ASTRAZENECA,Médecin,ANDRE PIERRE,03/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,BARBOUTH ALAIN,13/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,BENSAFI BOUMEDIENE RYAD,14/11/2013,Repas,€20,,
ASTRAZENECA,Médecin,BENSAFI BOUMEDIENE RYAD,03/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,CHERRADI SOUAD,03/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,ICHE ROLAND,13/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,ICHE ROLAND,22/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,KANAN RANIA,03/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,LARBI BOUBEKEUR,03/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,MURAT BERNARD,12/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,MURAT BERNARD,22/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,NORD ALAIN,13/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,RABII KHALED,03/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,TECHE MARWAN,03/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,TECHE MARWAN,22/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,TECHE MARWAN,03/04/2014,Repas,€57,,
ASTRAZENECA,Pharmacien,NEBHI HOCINE,23/11/2013,Autre,€115,,
ASTRAZENECA,Pharmacien,NEBHI HOCINE,22/11/2013,Hébergement,€155,,
ASTRAZENECA,Pharmacien,NEBHI Hocine,21/11/2013,[Repas],€19,,
ASTRAZENECA,Pharmacien,NEBHI HOCINE,22/11/2013,Repas,€60,,
ASTRAZENECA,Pharmacien,ORPHELIN BERNADETTE,13/02/2014,Repas,€57,,
Bayer HealthCare SAS,Sage-femme,BERNARD ADELINE,31/03/2014,Hospitalité,€50,,
Bayer HealthCare SAS,Sage-femme,BLAISE SOPHIE,31/03/2014,Hospitalité,€50,,
Bayer HealthCare SAS,Sage-femme,SAUSSIER CHANTAL,31/03/2014,Hospitalité,€50,,
B.BRAUN MEDICAL SAS,Médecin,ISSA YOUSSEF,23/05/2014,HEBERGEMENT,€353,,
B.BRAUN MEDICAL SAS,Médecin,ISSA YOUSSEF,23/05/2014,REPAS,€148,,
B.BRAUN MEDICAL SAS,Médecin,ISSA YOUSSEF,23/05/2014,TRANSPORT,€650,,
BOEHRINGER INGELHEIM FRANCE,Médecin,BARBOUTH ALAIN,14/11/2013,HOSPITALITE,€60,,
BOEHRINGER INGELHEIM FRANCE,Médecin,CHERRADI SOUAD,08/11/2013,HOSPITALITE,€42,,
BOEHRINGER INGELHEIM FRANCE,Médecin,GUENOT VERDIER ISABELLE,14/11/2013,HOSPITALITE,€60,,
BOEHRINGER INGELHEIM FRANCE,Médecin,ICHE ROLAND,14/11/2013,HOSPITALITE,€60,,
BOEHRINGER INGELHEIM FRANCE,Médecin,TECHE MARWAN,16/05/2014,HOSPITALITE,€24,,
BOEHRINGER INGELHEIM FRANCE,Médecin,TECHE MARWAN,12/06/2013,HOSPITALITE,"€1,036",,
BOIRON,Pharmacien,BRAMARD EDITH,12/11/2013,[REPAS],€13,,
BOIRON,Pharmacien,BUR-CALATAYUD MARIE PIERRE,21/11/2013,[REPAS],€15,,
BOIRON,Pharmacien,MUNSCH SOPHIE,12/11/2013,[REPAS],€13,,
BOIRON,Pharmacien,PITTILLONI DOMINIQUE,12/11/2013,[REPAS],€13,,
