ALLERGAN FRANCE,Médecin,SOLTISYK CASIMIR,15/04/2014,REPAS,€41,,
ARROW GENERIQUES SAS,Pharmacien,LABITTE JEAN-LUC,03/06/2014,REPAS,€25,,
ARROW GENERIQUES SAS,Pharmacien,LABITTE JOEL,18/02/2014,REPAS,€15,,
ARROW GENERIQUES SAS,Pharmacien,MIKOLAJCZAK DANIEL,25/02/2014,CADEAUX,€48,,
ARROW GENERIQUES SAS,Pharmacien,MINART VALERIE,15/05/2014,REPAS,€25,,
ARROW GENERIQUES SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,THEREZ AUDREY,25/02/2014,CADEAUX,€48,,
Arthrex SAS,Médecin,BRZAKALA VINCENT,20/03/2014,REPAS,€38,,
Arthrex SAS,Médecin,CHAPNIKOFF DAVID,30/01/2014,HEBERGEMENT,€153,,
Arthrex SAS,Médecin,CHAPNIKOFF DAVID,30/01/2014,REPAS,€136,,
Arthrex SAS,Médecin,CHAPNIKOFF DAVID,30/01/2014,TRANSPORT,€608,,
ASTRAZENECA,Médecin,BUCHART ALAIN,21/02/2014,Repas,€20,,
ASTRAZENECA,Médecin,BUYSSCHAERT ARNAUD,11/04/2014,Repas,€43,,
ASTRAZENECA,Médecin,DECAUDIN MARC,07/03/2014,Repas,€43,,
ASTRAZENECA,Médecin,HANOT PERRINE,07/03/2014,Repas,€43,,
ASTRAZENECA,Médecin,HANOT PERRINE,11/04/2014,Repas,€43,,
ASTRAZENECA,Médecin,HRYSZKIEWICZ JEAN,20/03/2014,Repas,€43,,
ASTRAZENECA,Médecin,MABRIEZ HARMONY,15/01/2014,Repas,€25,,
ASTRAZENECA,Médecin,MATUSZAK MONIQUE,14/11/2013,Repas,€43,,
ASTRAZENECA,Médecin,PUSCA LUCACIU Corina,16/01/2014,Repas,€23,,
ASTRAZENECA,Médecin,SPELLER ARNAUD,21/02/2014,Repas,€20,,
ASTRAZENECA,Médecin,VIGREUX VIRGINIE,14/11/2013,Repas,€43,,
ASTRAZENECA,Médecin,WIART LAURENT,07/03/2014,Repas,€43,,
ASTRAZENECA,Médecin,ZENTAR PASCAL,21/02/2014,Repas,€20,,
Bayer HealthCare SAS,Médecin,ANDRZEJEWSKI AUDRIC,17/10/2013,Hospitalité,€23,,
Bayer HealthCare SAS,Médecin,ANDRZEJEWSKI AUDRIC,07/11/2013,Hospitalité,€51,,
Bayer HealthCare SAS,Médecin,BUYSSCHAERT ARNAUD,23/05/2014,Hospitalité,€28,,
Bayer HealthCare SAS,Médecin,BUYSSCHAERT ARNAUD,25/09/2013,Hospitalité,€35,,
Bayer HealthCare SAS,Médecin,BUYSSCHAERT ARNAUD,27/06/2014,Hospitalité,€44,,
