ASTRAZENECA,Médecin,RAGUIN PHILIPPE,18/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,VARAGNAT MICHEL,13/05/2014,Repas,€57,,
BOIRON,Pharmacien,TANTI-MOUKOUKENOFF ESTELLE,05/05/2014,[REPAS],€20,,
BRISTOL-MYERS SQUIBB,Médecin,RAGUIN PHILIPPE,03/06/2014,Repas,€46,,
BRISTOL-MYERS SQUIBB,Médecin,VARAGNAT MICHEL,03/06/2014,Repas,€46,,
DAIICHI SANKYO FRANCE SAS,Médecin,RAGUIN PHILIPPE,05/12/2013,Repas,€45,,
ICOMED,Médecin,FOURNIER JEAN MICHEL,07/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,RAGUIN PHILIPPE,13/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,RAGUIN PHILIPPE,09/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,VARAGNAT MICHEL,24/12/2013,Autre: [Enquête],€30,,
IPSEN PHARMA,Médecin,VARAGNAT MICHEL,22/05/2014,REPAS,€63,,
Laboratoires Grünenthal SAS,Médecin,VARAGNAT MICHEL,08/10/2013,REPAS,€52,,
LES LABORATOIRES SERVIER,Médecin,VARAGNAT MICHEL,08/04/2014,Repas,€44,,
LES LABORATOIRES SERVIER,Médecin,VARAGNAT MICHEL,12/09/2013,Repas,€60,,
Lilly France SAS,Médecin,RAGUIN PHILIPPE,10/10/2013,REPAS,€55,,
MEDEXACT,Médecin,VARAGNAT MICHEL,03/06/2013,Autre: [Enquête],€16,,
MENARINI FRANCE,Médecin,VARAGNAT MICHEL,30/01/2014,Autre : [Restauration],€58,,
MSD France,Médecin,BILLIET CLAUDE LEON,31/05/2012,HOSPITALITE,€58,,
MSD France,Médecin,DONNET CHRISTIAN,21/01/2014,REPAS,€60,,
MSD France,Médecin,DONNET CHRISTIAN,12/06/2012,HOSPITALITE,€60,,
NOVARTIS PHARMA SAS,Médecin,VARAGNAT MICHEL,29/04/2014,Autre : [Participation Evenement Scientifique],€55,,
PIERRE FABRE MEDICAMENT,Médecin,DONNET CHRISTIAN,28/03/2013,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,DONNET CHRISTIAN,20/03/2012,Restauration,€46,,
PIERRE FABRE MEDICAMENT,Médecin,HUBER MARTINE,28/03/2013,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,RAGUIN PHILIPPE,20/03/2012,Restauration,€46,,
PIERRE FABRE MEDICAMENT,Médecin,VARAGNAT MICHEL,19/06/2014,RESTAURATION,€55,,
SANOFI AVENTIS FRANCE,Pharmacien,CHATON BRUNO,20/02/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Pharmacien,TANTI ESTELLE,20/02/2014,Repas,€20,,
THUASNE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BOUTRON FLORINE,01/10/2013,REPAS,€13,,
THUASNE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DUCLOUS CHANTAL,01/10/2013,REPAS,€13,,
THUASNE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,HARRY MANON,01/10/2013,REPAS,€13,,
THUASNE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MEIGNIN VALERIE,01/10/2013,REPAS,€13,,
THUASNE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,TAGOT VALERIE,01/10/2013,REPAS,€13,,
THUASNE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,TAILLANDIER JEAN YVES,01/10/2013,REPAS,€13,,
