3M France,Association professionnel de santé,LE LIEN,02/05/2013,AUTRE : [DON],"€10,000",,
3M France,Chirurgien-dentiste,KOCLEJDA OLIVIER,21/11/2013,REPAS,€30,,
3M France,Chirurgien-dentiste,LELOUP LAURENCE,10/10/2013,REPAS,€108,,
3M France,Chirurgien-dentiste,LELOUP LAURENCE,01/10/2013,REPAS,€27,,
3M France,Chirurgien-dentiste,LELOUP LAURENCE,11/04/2014,REPAS,€14,,
3M France,Chirurgien-dentiste,PUJOL CECILE,28/02/2014,REPAS,€33,,
3M France,Chirurgien-dentiste,TACHE PATRICK,21/11/2013,REPAS,€30,,
ABBOTT FRANCE,Médecin,GAULT ELYANNE,05/06/2014,REPAS,€10,,
ABBOTT FRANCE,Médecin,GAULT ELYANNE,05/06/2014,REPAS,€10,,
ABBOTT FRANCE,Médecin,GAULT ELYANNE,05/06/2014,REPAS,€10,,
ABBOTT FRANCE,Médecin,GAULT ELYANNE,05/06/2014,REPAS,€48,,
ABBOTT PRODUCTS SAS,Médecin,ANDRO Eric,10/07/2013,REPAS,€40,,
ABBOTT PRODUCTS SAS,Médecin,DE JERPHANION NICOLAS,27/03/2014,REPAS,€56,,
ABBOTT PRODUCTS SAS,Médecin,DOUMERC JEAN,27/03/2014,REPAS,€56,,
ABBOTT PRODUCTS SAS,Médecin,GALASSO Eugenio,24/10/2013,REPAS,€35,,
ABBOTT PRODUCTS SAS,Médecin,GALASSO EUGENIO,11/03/2014,REPAS,€21,,
ABBOTT PRODUCTS SAS,Médecin,GALASSO EUGENIO,27/03/2014,REPAS,€56,,
ABBOTT PRODUCTS SAS,Médecin,GRANDJEAN NATHALIE,27/03/2014,REPAS,€56,,
ABBOTT PRODUCTS SAS,Médecin,GRIMAUD Bruno,10/07/2013,REPAS,€40,,
ABBOTT PRODUCTS SAS,Médecin,MOREAU PIERRE,27/03/2014,REPAS,€56,,
ABBOTT PRODUCTS SAS,Médecin,RAYMOND JEAN PIERRE,27/03/2014,REPAS,€56,,
AbbVie,Association professionnel de santé,ASSOCIATION FRANCAISE  DES SPONDYLARTHRITIQUES - AFS,05/11/2013,AUTRE: [DONS],"€16,000",,
AbbVie,Association professionnel de santé,COLLECTIF PREMATURITE,14/11/2013,AUTRE: [DONS],"€36,000",,
AbbVie,Association professionnel de santé,SOS PREMA,23/10/2013,AUTRE: [DONS],"€53,000",,
AbbVie,Association usager de santé,SOS PRÉMA.COM,25/06/2014,AUTRE : [DONS],"€50,000",,
AbbVie,Médecin,ARIF FATIMA,03/10/2013,REPAS,€42,,
AbbVie,Médecin,CHARRON COLLIN ANNICK,10/12/2013,Repas,€29,,
AbbVie,Médecin,CHOCHON MICHEL PHILIPPE,04/02/2014,REPAS,€57,,
AbbVie,Médecin,CHOCHON MICHEL PHILIPPE,05/07/2013,Transport,€60,,
AbbVie,Médecin,HARMELIN KHIDER MICHELLE,12/12/2013,REPAS,€59,,
AbbVie,Médecin,JULIEN PIERRE EMILE,04/02/2014,REPAS,€57,,
AbbVie,Médecin,SOUFFIR CAMILLE,12/06/2013,Transport,€51,,
AbbVie,Médecin,SOUFFIR CAMILLE,12/06/2013,HÉBERGEMENT,€180,,
AbbVie,Médecin,SOUFFIR CAMILLE,12/06/2013,HÉBERGEMENT,€180,,
AbbVie,Médecin,SOUFFIR CAMILLE,12/06/2013,REPAS,€45,,
AbbVie,Médecin,SOUFFIR CAMILLE,12/06/2013,Transport,"€1,929",,
AbbVie,Médecin,STRUZ PHILIPPE,10/12/2013,Repas,€29,,
AbbVie,Médecin,STRUZ PHILIPPE,03/10/2013,Repas,€26,,
AbbVie,Médecin,TAMALET VERNIER ALINE,22/10/2013,Repas,€21,,
AbbVie,Médecin,VIRAT JACQUES,08/04/2014,REPAS,€10,,
ABS-Bolton Medical,Infirmier,JOUVENAUX DELPHINE,03/02/2014,INVITATIONS,€320,,
Agence Conseil 3P,Chirurgien-dentiste,Galeazzi Jean-Marc,10/06/2013,Restauration,€25,,
ALAIN AFFLELOU FRANCHISEUR,Médecin,LUREAU MARIE-AUDE,06/09/2013,INVITATIONS,€35,,
ALK-Abelló,Médecin,AUBERTIN GUILLAUME,25/04/2013,AUTRE : [RESTAURATION],€100,,
ALK-Abelló,Médecin,AUBERTIN GUILLAUME,16/11/2012,AUTRE : [INSCRIPTION],€150,,
ALK-Abelló,Médecin,BLOCH MOROT EVELYNE,30/05/2014,HÃ©bergement,€258,,
ALK-Abelló,Médecin,BLOCH MOROT EVELYNE,02/02/2012,AUTRE : [RESTAURATION],€30,,
ALK-Abelló,Médecin,BLOCH MOROT EVELYNE,02/07/2012,AUTRE : [RESTAURATION],€30,,
ALK-Abelló,Médecin,BLOCH MOROT EVELYNE,16/06/2012,AUTRE : [INSCRIPTION],€625,,
ALK-Abelló,Médecin,BLOCH MOROT EVELYNE,08/04/2014,Autre : [Restauration],€46,,
ALK-Abelló,Médecin,BLOCH MOROT EVELYNE,30/05/2014,Transport,€50,,
ALK-Abelló,Médecin,BLOCH MOROT EVELYNE,30/05/2014,Autre : [Restauration],€220,,
ALK-Abelló,Médecin,CORDIER COLLET MARIE PIERRE,06/06/2013,AUTRE : [RESTAURATION],€60,,
ALK-Abelló,Médecin,CORDIER COLLET MARIE PIERRE,15/04/2014,Transport,€54,,
ALK-Abelló,Médecin,CORDIER COLLET MARIE PIERRE,15/04/2014,Autre [Inscription],€312,,
ALK-Abelló,Médecin,DE BOISSIEU DELPHINE,14/01/2012,AUTRE : [RESTAURATION],€130,,
ALK-Abelló,Médecin,DELAISI BERTRAND,20/01/2012,AUTRE : [RESTAURATION],€41,,
ALK-Abelló,Médecin,DELAISI BERTRAND,16/04/2013,AUTRE : [INSCRIPTION],€311,,
ALK-Abelló,Médecin,FIAUX JEAN MICHEL,15/05/2014,Autre : [Restauration],€52,,
ALK-Abelló,Médecin,MOROT BLOCH EVELYNE,05/12/2013,AUTRE : [INSCRIPTION],€580,,
ALK-Abelló,Médecin,MOROT BLOCH EVELYNE,05/12/2013,AUTRE : [RESTAURATION],€220,,
ALK-Abelló,Médecin,MOROT BLOCH EVELYNE,05/12/2013,HEBERGEMENT,€480,,
ALK-Abelló,Médecin,MOROT BLOCH EVELYNE,05/12/2013,TRANSPORT,€289,,
ALK-Abelló,Médecin,RIDRAY DOYEN CATHERINE,07/02/2013,HEBERGEMENT,€410,,
ALK-Abelló,Médecin,RIDRAY DOYEN CATHERINE,07/02/2013,AUTRE : [RESTAURATION],€249,,
ALK-Abelló,Médecin,RIDRAY DOYEN CATHERINE,07/02/2013,TRANSPORT,€96,,
ALK-Abelló,Médecin,RIDRAY DOYEN CATHERINE,07/02/2013,AUTRE : [INSCRIPTION],€580,,
ALLERGAN FRANCE,Etudiant,CHICHE ANTHONY,03/12/2013,REPAS,€55,,
ALLERGAN FRANCE,Etudiant,KHALLEL SOFIANE,03/12/2013,REPAS,€55,,
ALLERGAN FRANCE,Etudiant,KHALLEL SOFIANE,12/11/2013,REPAS,€56,,
ALLERGAN FRANCE,Etudiant,SALVIAT FLORE,16/12/2013,REPAS,€60,,
ALLERGAN FRANCE,Etudiant,SALVIAT FLORE,17/09/2013,REPAS,€33,,
ALLERGAN FRANCE,Infirmier,CHAMPIGNY AURORE,18/12/2013,REPAS,€31,,
ALLERGAN FRANCE,Infirmier,DELAHOCHE NADEGE,15/06/2014,TRANSPORT,€145,,
ALLERGAN FRANCE,Infirmier,DELAHOCHE NADEGE,15/06/2014,TRANSPORT,€407,,
ALLERGAN FRANCE,Infirmier,GORON JEAN-MARC,18/12/2013,REPAS,€31,,
ALLERGAN FRANCE,Médecin,ADDA JEAN MARC,17/09/2013,REPAS,€19,,
ALLERGAN FRANCE,Médecin,ADDA JEAN-MARC,22/05/2014,REPAS,€17,,
ALLERGAN FRANCE,Médecin,AHBEDDOU SANARI,14/02/2014,REPAS,€23,,
ALLERGAN FRANCE,Médecin,AUROUX DANIELE,09/04/2014,REPAS,€60,,
ALLERGAN FRANCE,Médecin,AUROUX DANIELE,09/04/2014,REPAS,€60,,
ALLERGAN FRANCE,Médecin,AZOULAY PHILIPPE,21/06/2014,REPAS,€23,,
ALLERGAN FRANCE,Médecin,AZOULAY PHILIPPE,13/06/2014,HOSPITALITE,€660,,
ALLERGAN FRANCE,Médecin,AZOULAY PHILIPPE,28/06/2014,TRANSPORT,€113,,
ALLERGAN FRANCE,Médecin,AZOULAY PHILIPPE,15/06/2014,TRANSPORT,€145,,
ALLERGAN FRANCE,Médecin,AZOULAY PHILIPPE,15/06/2014,TRANSPORT,€407,,
ALLERGAN FRANCE,Médecin,AZOULAY PHILIPPE,29/04/2014,REPAS,€27,,
ALLERGAN FRANCE,Médecin,AZOULAY PHILIPPE,20/05/2014,REPAS,€32,,
ALLERGAN FRANCE,Médecin,AZOULAY PHILIPPE,17/04/2014,REPAS,€39,,
ALLERGAN FRANCE,Médecin,BLONDEAU ARMELLE,05/10/2013,HOSPITALITE,€200,,
ALLERGAN FRANCE,Médecin,BLONDEAU ARMELLE,05/10/2013,REPAS,€55,,
ALLERGAN FRANCE,Médecin,BLONDEAU ARMELLE,06/10/2013,REPAS,€40,,
ALLERGAN FRANCE,Médecin,BLONDEAU RICHARD ARMELLE,21/11/2013,REPAS,€23,,
ALLERGAN FRANCE,Médecin,BLONDEAU RICHARD ARMELLE,20/11/2013,REPAS,€59,,
ALLERGAN FRANCE,Médecin,BLONDEAU-RICHARD ARMELLE,10/05/2014,REPAS,€60,,
ALLERGAN FRANCE,Médecin,BUTNARU ALAIN,18/12/2013,REPAS,€31,,
ALLERGAN FRANCE,Médecin,BUTNARU ALAIN,10/06/2014,REPAS,€53,,
ALLERGAN FRANCE,Médecin,D ESPEREY ROZEN,06/10/2013,REPAS,€40,,
ALLERGAN FRANCE,Médecin,D ESPEREY ROZEN,05/10/2013,REPAS,€55,,
ALLERGAN FRANCE,Médecin,D ESPEREY ROZEN,05/10/2013,HOSPITALITE,€200,,
ALLERGAN FRANCE,Médecin,D'ESPEREY FOUGERES ROZEN,12/11/2013,REPAS,€56,,
ALLERGAN FRANCE,Médecin,EL YAFI NAHILA,12/11/2013,REPAS,€56,,
ALLERGAN FRANCE,Médecin,GOSSE-GUEORGUIERA ELENA,10/04/2014,HOSPITALITE,€60,,
ALLERGAN FRANCE,Médecin,LUREAU CORNUOT MARIE AUDE,09/04/2014,REPAS,€60,,
ALLERGAN FRANCE,Médecin,MARQUE PHILIPPE,27/11/2013,REPAS,€60,,
ALLERGAN FRANCE,Médecin,MILLARA ELISABETH,17/07/2013,REPAS,€31,,
ALLERGAN FRANCE,Médecin,MORAL DORIN SANDRA,21/11/2013,REPAS,€36,,
ALLERGAN FRANCE,Médecin,PLATKIEWICZ SYLVIA,09/06/2014,REPAS,€45,,
ALLERGAN FRANCE,Médecin,PLATKIEWICZ SYLVIA,08/06/2014,REPAS,€35,,
ALLERGAN FRANCE,Médecin,PRETRE ANTOINE,20/06/2014,REPAS,€18,,
ALLERGAN FRANCE,Médecin,PRETRE ANTOINE,20/05/2014,REPAS,€32,,
ALLERGAN FRANCE,Médecin,ROMEO DURIEU CHRISTEL,03/12/2013,REPAS,€55,,
ALLERGAN FRANCE,Médecin,ROTH MICHEL,13/02/2014,REPAS,€39,,
ALLERGAN FRANCE,Médecin,ROTH MICHEL,21/11/2013,REPAS,€28,,
ALLERGAN FRANCE,Médecin,STAUB GREGORY,02/10/2013,REPAS,€42,,
ALLERGAN FRANCE,Médecin,STAUB SYLVAIN,18/12/2013,REPAS,€31,,
ALLERGAN FRANCE,Médecin,SZWEBEL JULIEN-DAVID,08/01/2014,REPAS,€26,,
ALLERGAN FRANCE,Médecin,VENENY SYLVIE,21/10/2013,REPAS,€35,,
ALLERGAN FRANCE,Médecin,VENENY SYLVIE,11/10/2013,REPAS,€18,,
ALLERGAN FRANCE,Médecin,VENENY SYLVIE,19/06/2014,REPAS,€13,,
ALLERGAN FRANCE,Médecin,VENENY SYLVIE,11/03/2014,REPAS,€18,,
ALLERGAN FRANCE,Médecin,VENENY SYLVIE,21/10/2013,REPAS,€35,,
ALLERGAN FRANCE,Médecin,VENENY SYLVIE,11/10/2013,REPAS,€18,,
AMGEN SAS,Association usager de santé,ASSOCIATION JUSTE HUMAIN,20/03/2014,AUTRE [DONS],€500,,
AMGEN SAS,Infirmier,BOGUSZEWSKI CYRILLE,28/08/2013,REPAS IMPROMPTU,€24,,
AMGEN SAS,Infirmier,BRIAND CORINNE,10/04/2014,REPAS IMPROMPTU,€25,,
AMGEN SAS,Infirmier,BRIAND CORINNE,28/08/2013,REPAS IMPROMPTU,€24,,
AMGEN SAS,Infirmier,DE RODELLEC ANNE FLORE,04/02/2014,REPAS IMPROMPTU,€23,,
AMGEN SAS,Infirmier,LEROY CYNTHIA,04/02/2014,REPAS IMPROMPTU,€23,,
AMGEN SAS,Infirmier,MERCE FLAVIE,04/02/2014,REPAS IMPROMPTU,€23,,
