3M France,Chirurgien-dentiste,BEAUFILS CAROLE,08/07/2013,REPAS,€26,,
ABBOTT PRODUCTS SAS,Médecin,SARFATI PASCALE,15/04/2014,REPAS,€21,,
ABBOTT PRODUCTS SAS,Médecin,VAUBOURZEIX COLINE,15/04/2014,REPAS,€21,,
ABBOTT PRODUCTS SAS,Médecin,VILLEGER GUILLAUME,15/04/2014,REPAS,€21,,
AbbVie,Médecin,ANGLADE CATHERINE,11/02/2014,REPAS,€47,,
AbbVie,Médecin,CHAMEL CHARMETTANT LAURENCE,19/12/2013,Repas,€15,,
AbbVie,Médecin,CHAMEL CHARMETTANT LAURENCE,16/07/2013,Repas,€11,,
AbbVie,Médecin,CHAMEL CHARMETTANT LAURENCE,14/01/2014,REPAS,€14,,
AbbVie,Médecin,CHAMEL CHARMETTANT LAURENCE,19/12/2013,REPAS,€15,,
AbbVie,Médecin,COLAS ATGER EMMANUELLE,11/02/2014,REPAS,€47,,
AbbVie,Médecin,CUCHET ELSA,21/02/2014,REPAS,€20,,
AbbVie,Médecin,HOGRAINDLEUR PIERRE,14/01/2014,REPAS,€14,,
AbbVie,Médecin,HOGRAINDLEUR PIERRE,16/07/2013,Repas,€11,,
AbbVie,Médecin,HOGRAINDLEUR PIERRE,26/03/2014,REPAS,€23,,
AbbVie,Médecin,HOGRAINDLEUR PIERRE,11/02/2014,REPAS,€42,,
AbbVie,Médecin,HOGRAINDLEUR PIERRE,13/05/2014,REPAS,€28,,
AbbVie,Médecin,ROMAN VIRGINIE,11/02/2014,REPAS,€47,,
Agfa HealthCare France SA,Médecin,HARS DOMINIQUE,25/04/2014,REPAS,€15,,
AGIR à dom Assistance,Médecin,LAUSSEDAT MARIE HELENE,27/09/2012,[HOSPITALITE],€28,,
AGIR à dom Assistance,Médecin,VERNET GAVELLE DOMINIQUE,08/10/2012,[REPAS],€28,,
AGIR à dom Assistance,Médecin,VERNET GAVELLE DOMINIQUE,08/10/2012,[REPAS],€28,,
AGIR à dom Assistance,Médecin,VERNET GAVELLE Dominique,02/01/2013,[HOSPITALITE],"€1,641",,
AIR DOMICILE SANTE ALPES,Médecin,GERAADS ANTOINE,25/06/2014,REPAS,€20,,
AIR DOMICILE SANTE ALPES,Médecin,GERAARDS ANTOINE,07/09/2013,REPAS,€50,,
ALK-Abelló,Médecin,GUIBERT LONGEON ANNE,28/03/2013,AUTRE : [RESTAURATION],€41,,
ALK-Abelló,Médecin,GUIBERT LONGEON ANNE,10/05/2012,AUTRE : [RESTAURATION],€42,,
ALK-Abelló,Médecin,GUIBERT LONGEON ANNE,10/10/2013,AUTRE : [RESTAURATION],€55,,
