3M France,Chirurgien-dentiste,BEGOUIN FRANCK,10/04/2014,REPAS,€68,,
ABBOTT PRODUCTS SAS,Médecin,REBUFFET Jean luc,17/09/2013,REPAS,€47,,
AbbVie,Médecin,GROSCLAUDE SYLVIE,19/12/2013,REPAS,€15,,
AbbVie,Médecin,GROSCLAUDE SYLVIE,16/07/2013,Repas,€11,,
AbbVie,Médecin,GROSCLAUDE SYLVIE,19/12/2013,Repas,€15,,
Amplifon Groupe France,Médecin,MICHEL FRÉDÉRIC,24/05/2014,REPAS,€60,,
ASTRAZENECA,Etudiant,BOUDARD PIERRICK,05/09/2013,Repas,€20,,
ASTRAZENECA,Médecin,GIRARD CARRABIN MAURICE,08/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,LAGRANGE PHILIPPE,18/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,LAGRANGE PHILIPPE,28/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,ROSE PICOT CHRISTINE,20/03/2014,Repas,€43,,
BIOCODEX,Médecin,REBUFFET JEAN LUC,06/02/2014,REPAS,€60,,
BIOCODEX,Médecin,ROBERT AMELIE,19/11/2013,REPAS,€65,,
BIOCODEX,Médecin,STAQUET PENANT AURELIE,19/11/2013,REPAS,€65,,
BIOGARAN,Pharmacien,LOVADINA JULIE,20/05/2014,REPAS,€32,,
BIOGARAN,Pharmacien,QUIRICI BERNARD,20/05/2014,REPAS,€32,,
BIOGARAN,Pharmacien,QUIRICI CAROL,20/05/2014,REPAS,€32,,
BIOGARAN,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GALLARD NATHALIE,20/05/2014,REPAS,€32,,
BIOGARAN,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LE GIGAN PASCALE,20/05/2014,REPAS,€32,,
BOIRON,Pharmacien,CLOITRE PIERRETTE,05/12/2013,[REPAS],€20,,
BOSTON SCIENTIFIC SAS,Médecin,NEEL PHILIPPE,23/09/2013,REPAS,€21,,
BRISTOL-MYERS SQUIBB,Etudiant,GASTALDI ROMAIN,05/06/2014,Repas,€54,,
CENTRALE DES PEELINGS,Médecin,BOURGEOIS CLAVIER MURIELLE,11/03/2014,cadeaux,€17,,
CENTRALE DES PEELINGS,Médecin,ROSE PICOT CHRISTINE,14/04/2014,cadeaux,€17,,
CENTRALE DES PEELINGS,Médecin,ROSE PICOT CHRISTINE,14/04/2014,cadeaux,€21,,
CHUGAI PHARMA FRANCE,Infirmier,CADOUX NICOLE,12/03/2014,REPAS,€14,,
CHUGAI PHARMA FRANCE,Infirmier,REBUFFET DANIELLE,12/03/2014,REPAS,€14,,
CHUGAI PHARMA FRANCE,Médecin,CHEVREAU MAXIME,10/12/2013,REPAS,€44,,
CHUGAI PHARMA FRANCE,Médecin,FRAPPAT DELPHINE,10/01/2014,REPAS,€20,,
CHUGAI PHARMA FRANCE,Médecin,GROSCLAUDE SYLVIE,10/01/2014,REPAS,€20,,
CHUGAI PHARMA FRANCE,Médecin,GROSCLAUDE SYLVIE,01/10/2013,REPAS,€44,,
CHUGAI PHARMA FRANCE,Médecin,REBUFFET JEAN LUC,10/12/2013,REPAS,€44,,
CHUGAI PHARMA FRANCE,Médecin,ZULIAN MYRIAM,10/01/2014,REPAS,€20,,
CHUGAI PHARMA FRANCE,Médecin,ZULIAN MYRIAM,10/12/2013,REPAS,€44,,
CHUGAI PHARMA FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DORI RAPHAEL,10/01/2014,REPAS,€20,,
COSMETIQUE ACTIVE FRANCE,Etudiant,AMIEL JULIE,29/01/2014,REPAS,€26,,
COSMETIQUE ACTIVE FRANCE,Etudiant,AMIEL JULIE,22/04/2014,REPAS,€26,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,NEEL ANNE,29/01/2014,REPAS,€26,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,NEEL ANNE,22/04/2014,REPAS,€26,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,RAVET ISABELLE,22/04/2014,REPAS,€26,,
GaldermaQMed,Médecin,BOURGEOIS CLAVIER MURIELLE,12/04/2014,Repas,€42,,
GE Medical Systems SCS,Manipulateur d’électroradiologie médicale,JOUBERT MURIEL,03/03/2014,REPAS PROFESSIONNEL,€29,,
ICOMED,Chirurgien-dentiste,HESSE PASCALE,16/04/2013,Autre: [Enquête],€11,,
ICOMED,Médecin,FRAPPAT DELPHINE,29/04/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,FRAPPAT DELPHINE,02/05/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,GROSCLAUDE SYLVIE,21/05/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,MARIN OLIVIER,19/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MARIN OLIVIER,14/04/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,NEEL PHILIPPE,08/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,NEEL PHILIPPE,27/11/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,REBUFFET JEAN LUC,28/05/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,REBUFFET JEAN LUC,16/05/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,SCHWEITZER CHRISTIAN,06/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,SCHWEITZER CHRISTIAN,03/02/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,STAQUET PENANT AURELIE,06/02/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,TROUSSIER BRUNO,15/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,VOISINE MICHELE,28/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,VOISINE MICHELE,06/02/2014,Autre: [Enquête],€25,,
JANSSEN-CILAG,Médecin,BOURGEOIS CLAVIER MURIELLE,31/05/2013,REPAS,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LAROCHE JEAN PIERRE,03/07/2012,Hospitalité,€23,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSE PICOT CHRISTINE,15/05/2014,REPAS,€24,,
LABORATOIRE JALDES,Médecin,Bourgeois-Clavier Murielle,20/09/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Pheulpin Monique,16/07/2013,Autre : [ECHANTILLON],€21,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,ROBERT AMELIE,24/06/2014,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,ROBERT AMELIE,17/09/2013,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,ROBERT AMELIE,14/01/2014,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,STAQUET PENANT AURELIE,17/09/2013,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,STAQUET PENANT AURELIE,24/06/2014,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,STAQUET PENANT AURELIE,14/01/2014,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,BARATTA TAILHARDAT CELINE,05/07/2013,Repas,€32,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,COCOLOMB MARC,05/07/2013,Repas,€32,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,NEEL GRANDMONTAGNE ANNE,05/07/2013,Repas,€32,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,RAVET ISABELLE,05/07/2013,Repas,€32,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,COCOLOMB SOPHIE,05/07/2013,Repas,€32,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MISZEZUK JOELLE,05/07/2013,Repas,€32,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SIBERT AUDREY,05/07/2013,Repas,€32,,
LABORATOIRES COLOPLAST,Infirmier,VINCENT AUDREY,19/11/2013,Hébergement,€170,,
LABORATOIRES COLOPLAST,Infirmier,VINCENT AUDREY,19/11/2013,Transport,€211,,
LABORATOIRES COLOPLAST,Infirmier,VINCENT AUDREY,19/11/2013,Autre : Inscription,€145,,
Laboratoires Expanscience,Médecin,BOURGEOIS CLAVIER MURIELLE,18/07/2013,Repas,€47,,
Laboratoires Expanscience,Médecin,BOURGEOIS CLAVIER MURIELLE,18/07/2013,Repas,€47,,
LABORATOIRES GENEVRIER,Médecin,BOURGEOIS CLAVIER MURIELLE,24/04/2014,REPAS,€45,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,CLOITRE PIERRETTE,21/11/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,COHEN ROLANDE,21/11/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,GOUEZIN MANON,21/11/2013,INVITATIONS,€20,,
LEO Pharma,Médecin,VOISINE MICHELE,26/09/2013,REPAS,€60,,
Lilly France SAS,Médecin,GARNIER CECILE,22/10/2013,REPAS,€23,,
Lilly France SAS,Médecin,GARNIER CECILE,22/10/2013,REPAS,€23,,
Lilly France SAS,Médecin,MAAZOUZ AHMED,28/11/2013,REPAS,€60,,
Lilly France SAS,Médecin,MAAZOUZ AHMED,07/11/2013,REPAS,€60,,
Lilly France SAS,Médecin,REBUFFET JEAN LUC,03/09/2013,REPAS,€51,,
MEDTRONIC France S.A.S,Masseur-kinésithérapeute,LIOTTA EMILIE,05/12/2013,REPAS,€26,,
MERZ PHARMA France,Médecin,BOURGEOIS CLAVIER MURIELLE,22/04/2014,Repas,€20,,
MSD France,Infirmier,CADOUX NICOLE,19/10/2012,REPAS,€23,,
MSD France,Infirmier,CHARRA EVE,19/10/2012,REPAS,€23,,
MSD France,Médecin,CARABIN BEUCHON LAETITIA,10/06/2014,REPAS,€55,,
MSD France,Médecin,CHEVREAU MAXIME,17/10/2012,REPAS,€30,,
MSD France,Médecin,DUBOIS MANON,19/09/2012,HOSPITALITE,€50,,
MSD France,Médecin,DUBOIS MANON,05/09/2013,REPAS,€38,,
MSD France,Médecin,FLECHER FANNY,19/03/2013,HOSPITALITE,€83,,
MSD France,Médecin,FRAPPAT DELPHINE,09/03/2012,REPAS,€24,,
MSD France,Médecin,FRAPPAT DELPHINE,19/10/2012,REPAS,€23,,
MSD France,Médecin,GARNIER CECILE,25/04/2013,REPAS,€30,,
MSD France,Médecin,GROSCLAUDE SYLVIE,19/10/2012,REPAS,€23,,
MSD France,Médecin,GROSCLAUDE SYLVIE,09/03/2012,REPAS,€24,,
MSD France,Médecin,LAGRANGE PHILIPPE,13/11/2012,HOSPITALITE,€53,,
MSD France,Médecin,MOKHTARI MAHIEDINE,19/10/2012,REPAS,€23,,
MSD France,Médecin,PHAM LAN ANH,19/09/2012,HOSPITALITE,€50,,
MSD France,Médecin,PHAM LAN ANH,19/10/2012,REPAS,€23,,
MSD France,Médecin,REBUFFET JEAN LUC,08/02/2012,REPAS,€52,,
MSD France,Médecin,REBUFFET JEAN LUC,05/06/2013,HOSPITALITE,€60,,
NORDIC PHARMA SAS,Médecin,REBUFFET JEAN LUC,23/10/2013,Repas,€55,,
OCP REPARTITION,Pharmacien,COCOLOMB MARC,11/12/2013,REPAS,€60,,
OCP REPARTITION,Pharmacien,COHEN ROLANDE,11/12/2013,REPAS,€60,,
PECH CERCIAT,Médecin,Bourgeois-Clavier Murielle,16/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Bourgeois-Clavier Murielle,20/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Rose-Picot Christine,27/09/2013,Autre : [ECHANTILLON],€20,,
PFIZER SAS,Etudiant,GASTALDI ROMAIN,30/01/2014,REPAS,€31,,
PFIZER SAS,Etudiant,Lisse Antoine,14/09/2013,HEBERGEMENT,€161,,
PFIZER SAS,Etudiant,Lisse Antoine,14/09/2013,REPAS,€110,,
PFIZER SAS,Médecin,BOULARES OUAFA,28/03/2014,REPAS,€29,,
PFIZER SAS,Médecin,FRAPPAT DELPHINE,19/09/2013,Repas,€43,,
PFIZER SAS,Médecin,FRAPPAT DELPHINE,24/09/2013,Repas,€60,,
PFIZER SAS,Médecin,FRAPPAT DELPHINE,15/06/2013,AUTRE: INSCRIPTION,€700,,
PFIZER SAS,Médecin,FRAPPAT DELPHINE,15/06/2013,TRANSPORT,€149,,
PFIZER SAS,Médecin,FRAPPAT DELPHINE,28/03/2014,REPAS,€29,,
PFIZER SAS,Médecin,FRAPPAT DELPHINE,15/06/2013,REPAS,€120,,
PFIZER SAS,Médecin,FRAPPAT DELPHINE,15/06/2013,HEBERGEMENT,€450,,
PFIZER SAS,Médecin,FRAPPAT DELPHINE,22/11/2013,Repas,€37,,
PFIZER SAS,Médecin,GROSCLAUDE SYLVIE,08/04/2014,REPAS,€41,,
PFIZER SAS,Médecin,GROSCLAUDE SYLVIE,28/03/2014,REPAS,€29,,
PFIZER SAS,Médecin,MATHIEU SANDRA,28/03/2014,REPAS,€29,,
PFIZER SAS,Médecin,MATHIEU SANDRA,22/11/2013,Repas,€37,,
PFIZER SAS,Médecin,REBUFFET JEAN LUC,27/02/2014,REPAS,€53,,
PFIZER SAS,Médecin,REBUFFET JEAN LUC,24/09/2013,Repas,€60,,
PFIZER SAS,Médecin,REBUFFET JEAN LUC,22/11/2013,Repas,€56,,
PFIZER SAS,Médecin,ZULIAN MYRIAM,28/03/2014,REPAS,€29,,
PHARMATHERA,Médecin,STAQUET PENANT AURELIE,04/02/2014,Hospitalité,€15,,
Pierre Fabre Dermo-Cosmétique,Médecin,BOURGEOIS CLAVIER MURIELLE,16/12/2013,RP,€26,,
PIERRE FABRE MEDICAMENT,Médecin,BOURGEOIS CLAVIER MURIELLE,24/04/2013,Restauration,€20,,
PIERRE FABRE MEDICAMENT,Médecin,GAURON ANNE,16/10/2013,RESTAURATION,€57,,
PIERRE FABRE MEDICAMENT,Médecin,REBUFFET JEAN LUC,18/10/2012,Restauration,€22,,
PIERRE FABRE MEDICAMENT,Médecin,REBUFFET JEAN LUC,16/01/2012,Restauration,€20,,
PIERRE FABRE MEDICAMENT,Médecin,SCHWEITZER CHRISTIAN,29/03/2012,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,STAQUET PENANT AURELIE,14/06/2012,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Pharmacien,COCOLOMB MARC,09/12/2013,HOSPITALITE SITES PIERRE FABRE,€43,,
PIERRE FABRE MEDICAMENT,Pharmacien,COCOLOMB MARC,09/12/2013,FRAIS DE DEPLACEMENT,€148,,
PIERRE FABRE MEDICAMENT,Pharmacien,COCOLOMB MARC,09/12/2013,HOSPITALITE SITES PIERRE FABRE,€135,,
PIERRE FABRE MEDICAMENT,Pharmacien,COCOLOMB MARC,09/12/2013,HOSPITALITE SITES PIERRE FABRE,€61,,
PIERRE FABRE MEDICAMENT,Pharmacien,COCOLOMB MARC,09/12/2013,HOSPITALITE SITES PIERRE FABRE,€66,,
PIERRE FABRE MEDICAMENT,Pharmacien,COCOLOMB MARC,29/11/2013,RESTAURATION,€14,,
PIERRE FABRE MEDICAMENT,Pharmacien,COCOLOMB MARC,29/11/2013,RESTAURATION,€14,,
PIERRE FABRE MEDICAMENT,Pharmacien,RAVET ISABELLE,29/11/2013,RESTAURATION,€14,,
PIERRE FABRE MEDICAMENT,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MISZEZUK JOELLE,29/11/2013,RESTAURATION,€14,,
PIERRE FABRE MEDICAMENT,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SIBERT AUDREY,29/11/2013,RESTAURATION,€14,,
