ABBOTT FRANCE,Pharmacien,GHISALBERTI FABRICE,17/03/2014,REPAS,€14,,
ADDMEDICA,Médecin,ELANA EMILE,20/02/2014,REPAS EPU,€34,,
ADDMEDICA,Médecin,MOGADE SABIN,20/02/2014,REPAS EPU,€34,,
ASTRAZENECA,Médecin,ELANA EMILE,11/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,ELANA EMILE,12/06/2014,Repas,€51,,
ASTRAZENECA,Médecin,ELANA EMILE,24/10/2013,Repas,€53,,
ASTRAZENECA,Médecin,HOLO DE KERMADEC GABRIELLE,11/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,HOLO DE KERMADEC GABRIELLE,28/11/2013,Repas,€50,,
ASTRAZENECA,Médecin,HOLO DE KERMADEC GABRIELLE,17/10/2013,Repas,€55,,
ASTRAZENECA,Médecin,HOLO DE KERMADEC GABRIELLE,14/11/2013,Repas,€50,,
ASTRAZENECA,Médecin,HOLO DE KERMADEC GABRIELLE,12/06/2014,Repas,€51,,
ASTRAZENECA,Médecin,MPAY MYRIAM,11/04/2014,Repas,€46,,
ASTRAZENECA,Médecin,ROSAMOND CLAUDE,12/06/2014,Repas,€51,,
ASTRAZENECA,Médecin,ROSAMOND CLAUDE,24/10/2013,Repas,€53,,
ASTRAZENECA,Médecin,ROSAMOND CLAUDE,20/02/2014,Repas,€40,,
ASTRAZENECA,Médecin,ROSAMOND CLAUDE,11/04/2014,Repas,€46,,
Bayer HealthCare SAS,Médecin,ELANA EMILE,10/12/2013,Hospitalité,€48,,
BOEHRINGER INGELHEIM FRANCE,Médecin,ELANA EMILE,12/12/2013,HOSPITALITE,€42,,
BOEHRINGER INGELHEIM FRANCE,Médecin,HOLO DE KERMAREC GABRIELLE,12/12/2013,HOSPITALITE,€42,,
BOIRON CARAIBES,Médecin,ROSAMOND CLAUDE,10/10/2013,[REPAS],€29,,
BOIRON CARAIBES,Pharmacien,GARNIER CYRIELLE,05/10/2013,[REPAS],€13,,
BOIRON CARAIBES,Pharmacien,PLANTE CATHERINE,05/10/2013,[REPAS],€13,,
BOIRON CARAIBES,Pharmacien,SCHAEFER JOCELYNE,05/10/2013,[REPAS],€13,,
BOIRON CARAIBES,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CLEMENCE CENDRINE,05/10/2013,[REPAS],€13,,
BOIRON CARAIBES,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CUPIT VALERIE,05/10/2013,[REPAS],€13,,
BOIRON CARAIBES,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DALMAT VIRGINIE,05/10/2013,[REPAS],€13,,
BOIRON CARAIBES,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LEOPOLDIE MALICK,12/12/2013,[REPAS],€11,,
BOIRON CARAIBES,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ROSAMONT VANUELLA,05/10/2013,[REPAS],€13,,
BOIRON CARAIBES,Préparateur en pharmacie et préparateur en pharmacie hospitalière,URSULET ERNEST,05/10/2013,[REPAS],€13,,
BOIRON CARAIBES,Préparateur en pharmacie et préparateur en pharmacie hospitalière,VENITUS LYANTEN,05/10/2013,[REPAS],€13,,
BOIRON CARAIBES,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ZACHELIN CLARISSE,12/12/2013,[REPAS],€11,,
BOIRON CARAIBES,Sage-femme,LOWENSKI LAURIE,15/02/2014,[REPAS],€15,,
BOIRON CARAIBES,Sage-femme,LOWENSKI LAURIE,16/11/2013,[REPAS],€26,,
BRISTOL-MYERS SQUIBB,Etudiant,SAINTE ROSE MERIL KARINE,04/12/2013,Repas,€25,,
BRISTOL-MYERS SQUIBB,Médecin,LARGANGE DANIELLE,11/07/2013,Repas,€39,,
ETHICON,Médecin,NGUYEN-THE PIERRE,14/11/2013,REPAS,€37,,
GIBAUD,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DEFOI OLIVIER,04/11/2013,Repas,€33,,
ICOMED,Médecin,BOISSERON PAVILLA DOMINIQUE,06/06/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DUCARME BERENGERE,07/03/2013,Autre: [Enquête],€21,,
ICOMED,Médecin,KULIGOWSKI CAROLE,06/06/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LUPON CHARLES EDOUARD,23/04/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,LUPON CHARLES EDOUARD,02/05/2013,Autre: [Enquête],€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,AMAR FELIX,13/03/2012,Hospitalité,€12,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ARICAT ROSE ADELE,13/06/2012,Hospitalité,€21,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ARICAT ROSE ADELE,14/02/2012,Hospitalité,€16,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ARICAT ROSE ADELE,13/03/2012,Hospitalité,€12,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ARICAT ROSE ADELE,04/04/2012,Hospitalité,€23,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ARICAT ROSE ADELE,15/10/2013,REPAS,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ARICAT ROSE ADELE,25/04/2013,Hospitalite,€15,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ARICAT ROSE ADELE,16/04/2013,Hospitalite,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ARICAT ROSE ADELE,20/03/2013,Hospitalite,€17,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ARICAT ROSE ADELE,30/04/2012,Hospitalité,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DUCARME BERENGERE,04/12/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DUCARME BERENGERE,13/03/2014,REPAS,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ELANA EMILE,14/05/2014,REPAS,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ELANA EMILE,24/06/2014,REPAS,€16,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOLO DE KERMADEC GABRIELLE,20/03/2013,Hospitalite,€17,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOLO DE KERMADEC GABRIELLE,27/02/2013,Hospitalite,€15,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOLO DE KERMADEC GABRIELLE,15/10/2013,REPAS,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOLO DE KERMADEC GABRIELLE,25/04/2013,Hospitalite,€15,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOLO DE KERMADEC GABRIELLE,28/11/2012,Hospitalité,€20,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOLO DE KERMADEC GABRIELLE,04/04/2012,Hospitalité,€23,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOLO DE KERMADEC GABRIELLE,16/04/2013,Hospitalite,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOLO DE KERMADEC GABRIELLE,27/02/2013,Hospitalite,€15,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,KULIGOWSKI CAROLE,13/03/2014,REPAS,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,KULIGOWSKI CAROLE,05/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,KULIGOWSKI CAROLE,23/11/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,KULIGOWSKI CAROLE,04/12/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,KULIGOWSKI CAROLE,16/04/2013,Hospitalite,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LARGANGE DANIELLE,12/06/2014,REPAS,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LUPON CHARLES EDOUARD,16/04/2013,Hospitalite,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LUPON CHARLES EDOUARD,15/10/2013,REPAS,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MOGADE JEAN,19/06/2012,Hospitalité,€14,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MOGADE JEAN,13/06/2012,Hospitalité,€21,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MOGADE JEAN,07/06/2012,Hospitalité,€12,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MOGADE JEAN,23/07/2012,Hospitalité,€29,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MOGADE JEAN,24/06/2014,REPAS,€16,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MOGADE JEAN,14/05/2014,REPAS,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,M PAY MYRIAM,04/12/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,RICHARD YVON,06/06/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,RICHARD YVON,15/10/2013,REPAS,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSAMOND CLAUDE,24/06/2014,REPAS,€16,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSAMOND CLAUDE,05/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSAMOND CLAUDE,16/04/2013,Hospitalite,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSAMOND CLAUDE,14/02/2012,Hospitalité,€16,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSAMOND CLAUDE,30/04/2012,Hospitalité,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSAMOND CLAUDE,23/07/2012,Hospitalité,€29,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ZEBINA RUDY,05/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,HOLO DE KERMADEC GABRIELLE,17/10/2012,Hospitalité,€19,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,ROSEMAIN VALERIE,14/05/2014,REPAS,€31,,
LABORATOIRE GLAXOSMITHKLINE,Sage-femme,ARICAT ROSE ADELE,28/11/2012,Hospitalité,€20,,
LEO Pharma,Médecin,ARICAT ROSE ADELE,13/02/2014,Repas,€37,,
LES LABORATOIRES SERVIER,Médecin,ELANA Emile,19/02/2014,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,HOLO DE KERMADEC Gabrielle,19/06/2014,Repas,€49,,
LES LABORATOIRES SERVIER,Médecin,HOLO DE KERMADEC Gabrielle,19/02/2014,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,KULIGOWSKI Carole,19/06/2014,Repas,€49,,
LES LABORATOIRES SERVIER,Médecin,LUPON Charles Edouard,19/06/2014,Repas,€49,,
LES LABORATOIRES SERVIER,Médecin,MOGADE Jean,19/06/2014,Repas,€49,,
LES LABORATOIRES SERVIER,Médecin,RINERE BÉATRICE,11/12/2013,Repas,€52,,
LES LABORATOIRES SERVIER,Médecin,ROSAMOND Claude,26/11/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,ROSAMOND Claude,19/02/2014,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,ROSAMOND Claude,19/06/2014,Repas,€49,,
LES LABORATOIRES SERVIER,Médecin,ROSAMOND Claude,26/11/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,SPINOSI Marie Claire,11/12/2013,Repas,€52,,
LES LABORATOIRES SERVIER,Médecin,ZEBINA Rudy,19/06/2014,Repas,€49,,
MSD France,Médecin,ELANA EMILE,28/11/2013,REPAS,€55,,
MSD France,Médecin,HOLO DE KERMADEC GABRIELLE,20/11/2013,REPAS,€55,,
NOVARTIS PHARMA SAS,Médecin,ARICAT ROSE ADELE,10/04/2014,Autre : [Participation Evenement Scientifique],€40,,
NOVARTIS PHARMA SAS,Médecin,ARICAT ROSE ADELE,27/05/2014,Autre : [Participation Evenement Scientifique],€49,,
NOVARTIS PHARMA SAS,Médecin,ARICAT ROSE ADELE,24/04/2014,Autre : [Participation Evenement Scientifique],€36,,
NOVARTIS PHARMA SAS,Médecin,ARICAT ROSE ADELE,06/05/2014,Autre : [Participation Evenement Scientifique],€49,,
NOVARTIS PHARMA SAS,Médecin,ARICAT ROSE ADELE,02/04/2014,Autre : [Participation Evenement Scientifique],€49,,
NOVARTIS PHARMA SAS,Médecin,DUCARME BERENGERE,02/09/2013,Repas,€16,,
NOVARTIS PHARMA SAS,Médecin,ELANA EMILE,06/05/2014,Autre : [Participation Evenement Scientifique],€49,,
NOVARTIS PHARMA SAS,Médecin,ELANA EMILE,02/04/2014,Autre : [Participation Evenement Scientifique],€49,,
NOVARTIS PHARMA SAS,Médecin,HOLO DE KERMADEC GABRIELLE,02/04/2014,Autre : [Participation Evenement Scientifique],€49,,
NOVARTIS PHARMA SAS,Médecin,KULIGOWSKI CAROLE,02/09/2013,Repas,€16,,
NOVARTIS PHARMA SAS,Médecin,KULIGOWSKI CAROLE,02/04/2014,Autre : [Participation Evenement Scientifique],€49,,
NOVARTIS PHARMA SAS,Médecin,MOGADE JEAN,02/04/2014,Autre : [Participation Evenement Scientifique],€49,,
NOVARTIS PHARMA SAS,Médecin,M PAY MYRIAM,02/04/2014,Autre : [Participation Evenement Scientifique],€49,,
NOVARTIS PHARMA SAS,Médecin,ROSAMOND CLAUDE,06/05/2014,Autre : [Participation Evenement Scientifique],€49,,
NOVARTIS PHARMA SAS,Médecin,ROSAMOND CLAUDE,27/05/2014,Autre : [Participation Evenement Scientifique],€49,,
NOVO NORDISK,Médecin,DUCARME BERENGERE,15/01/2014,REPAS,€34,,
NOVO NORDISK,Médecin,ELANA EMILE,13/12/2013,[RESTAURATION],€60,,
NOVO NORDISK,Médecin,HOLO GABRIELLE,14/01/2014,RESTAURATION,€40,,
NOVO NORDISK,Médecin,KULIGOWSKI CAROLE,15/01/2014,REPAS,€34,,
NOVO NORDISK,Médecin,M'PAY MYRIAM,14/01/2014,RESTAURATION,€40,,
NOVO NORDISK,Médecin,ROSAMOND CLAUDE,14/01/2014,RESTAURATION,€40,,
NOVO NORDISK,Médecin,ROSAMOND CLAUDE,10/07/2013,REPAS,€50,,
NOVO NORDISK,Médecin,ROSAMOND CLAUDE,15/01/2014,REPAS,€34,,
PFIZER SAS,Médecin,ROSAMOND CLAUDE,21/11/2013,Repas,€50,,
PIERRE FABRE MEDICAMENT,Médecin,ELANA EMILE,12/12/2012,Restauration,€72,,
PIERRE FABRE MEDICAMENT,Médecin,ELANA EMILE,20/06/2013,Restauration,€65,,
PIERRE FABRE MEDICAMENT,Médecin,ELANA EMILE,27/09/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,HOLO DE KERMADEC GABRIELLE,13/02/2014,RESTAURATION,€54,,
PIERRE FABRE MEDICAMENT,Médecin,HOLO DE KERMADEC GABRIELLE,06/06/2013,Restauration,€63,,
PIERRE FABRE MEDICAMENT,Médecin,KULIGOWSKI CAROLE,11/07/2013,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Médecin,KULIGOWSKI CAROLE,15/02/2012,Restauration,€56,,
PIERRE FABRE MEDICAMENT,Médecin,LUPON CHARLES EDOUARD,22/11/2012,Restauration,€49,,
PIERRE FABRE MEDICAMENT,Médecin,ROSAMOND CLAUDE,27/06/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,ROSAMOND CLAUDE,18/06/2013,Restauration,€48,,
PIERRE FABRE MEDICAMENT,Médecin,ROSAMOND CLAUDE,13/02/2014,RESTAURATION,€54,,
PIERRE FABRE MEDICAMENT,Médecin,ROUSSI MONIQUE,19/11/2013,RESTAURATION,€48,,
PIERRE FABRE MEDICAMENT,Médecin,ZEBINA RUDY,05/06/2013,Restauration,€61,,
PIERRE FABRE MEDICAMENT,Médecin,ZEBINA RUDY,21/03/2013,Restauration,€38,,
SANOFI AVENTIS FRANCE,Infirmier,DUBOIS CLAUDINE,18/10/2013,Restauration,€43,,
SANOFI AVENTIS FRANCE,Infirmier,PRIAM LINE ROSE,09/04/2014,Repas,€26,,
SANOFI AVENTIS FRANCE,Masseur-kinésithérapeute,BOURGEOIS LIONEL,03/04/2014,Repas,€12,,
SANOFI AVENTIS FRANCE,Médecin,AMAR FELIX,11/03/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,AMAR FELIX,13/05/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,DUCARME BERENGERE,14/01/2014,Repas,€31,,
SANOFI AVENTIS FRANCE,Médecin,ELANA EMILE,23/01/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Médecin,ELANA EMILE,21/11/2013,Restauration,€25,,
SANOFI AVENTIS FRANCE,Médecin,HOLO DE KERMADEC GABRIELLE,14/01/2014,Repas,€34,,
SANOFI AVENTIS FRANCE,Médecin,HOLO DE KERMADEC GABRIELLE,23/01/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Médecin,HOLO DE KERMADEC GABRIELLE,09/04/2014,Repas,€26,,
SANOFI AVENTIS FRANCE,Médecin,KULIGOWSKI CAROLE,14/01/2014,Repas,€34,,
SANOFI AVENTIS FRANCE,Médecin,LUPON CHARLES EDOUARD,18/12/2013,Restauration,€13,,
SANOFI AVENTIS FRANCE,Médecin,LUPON CHARLES EDOUARD,23/01/2014,Repas,€19,,
SANOFI AVENTIS FRANCE,Médecin,M PAY MYRIAM,13/01/2014,Repas,€31,,
