3M France,Chirurgien-dentiste,CHASSAGNETTE BRIGITTE,03/04/2014,REPAS,€60,,
AbbVie,Infirmier,PASCOURET LAURENCE,09/10/2013,Repas,€10,,
AbbVie,Infirmier,PETITPEZ FREDERIC,09/10/2013,Repas,€10,,
AbbVie,Infirmier,PREVOTEAU STEPHANIE,09/10/2013,Repas,€10,,
AbbVie,Médecin,ANTONIOTTI ODILE,17/10/2013,Repas,€34,,
AbbVie,Médecin,BALLARIN DANIEL,22/05/2014,REPAS,€27,,
AbbVie,Médecin,FALLUT MICHELE,06/06/2014,REPAS,€32,,
AbbVie,Médecin,FALLUT MICHELE,18/04/2014,REPAS,€28,,
AbbVie,Médecin,GALLET SERGE,22/11/2013,REPAS,€52,,
AbbVie,Médecin,GALLET SERGE,05/07/2013,Repas,€52,,
AbbVie,Médecin,GUILLEMOT CHRISTOPHE,06/06/2014,REPAS,€32,,
AbbVie,Médecin,GUILLEMOT CHRISTOPHE,18/04/2014,REPAS,€28,,
AbbVie,Médecin,NEHME EVELYNE,17/10/2013,Repas,€34,,
AbbVie,Médecin,NEHME EVELYNE,06/09/2013,Repas,€11,,
AbbVie,Médecin,RAHERIZAKA NAIVOSOLO,09/10/2013,Repas,€10,,
accomed,Médecin,CHAMBENOIS JEAN-JACQUES,09/05/2014,HEBERGEMENT CONGRES PARIS,€380,,
Actelion Pharmaceuticals France,Médecin,DJILALI NACER,05/12/2013,REPAS,€56,,
Actelion Pharmaceuticals France,Médecin,DJILALI NACER,05/12/2013,REPAS,€56,,
Actelion Pharmaceuticals France,Médecin,DJILALI NACER,05/12/2013,HEBERGEMENT,€295,,
ALK-Abelló,Médecin,BLANCHARD ANNE,24/04/2012,AUTRE : [RESTAURATION],€280,,
ALK-Abelló,Médecin,BLANCHARD ANNE,24/04/2012,AUTRE : [RESTAURATION],€280,,
ALK-Abelló,Médecin,BLANCHARD ANNE,24/04/2012,TRANSPORT,€91,,
ALK-Abelló,Médecin,BLANCHARD ANNE,24/04/2012,HEBERGEMENT,€458,,
ALK-Abelló,Médecin,BLANCHARD PAUL,24/04/2012,AUTRE : [INSCRIPTION],€287,,
ALK-Abelló,Médecin,BLANCHARD PAUL,24/04/2012,AUTRE : [RESTAURATION],€280,,
ALK-Abelló,Médecin,BLANCHARD PAUL,24/04/2012,TRANSPORT,€266,,
ALK-Abelló,Médecin,BLANCHARD PAUL,24/04/2012,HEBERGEMENT,€458,,
ALK-Abelló,Médecin,CHALMET PHILIPPE,30/11/2012,AUTRE : [RESTAURATION],€66,,
ALK-Abelló,Médecin,SELLAM LAETITIA,14/11/2012,TRANSPORT,€152,,
ALK-Abelló,Médecin,SELLAM LAETITIA,14/11/2012,AUTRE : [INSCRIPTION],€150,,
ALLERGAN FRANCE,Médecin,BUFFET JEAN MICHEL,02/07/2013,REPAS,€60,,
ALLERGAN FRANCE,Médecin,BUFFET JEAN MICHEL,01/10/2013,REPAS,€60,,
ALLERGAN FRANCE,Médecin,BUFFET JEAN MICHEL,13/12/2013,REPAS,€16,,
ALLERGAN FRANCE,Médecin,CHAPUIS STEPHANE,13/09/2013,REPAS,€40,,
ALLERGAN FRANCE,Médecin,DOROBAT ALINA,13/09/2013,REPAS,€40,,
ALLERGAN FRANCE,Médecin,FRANCO JEAN LUC,01/10/2013,REPAS,€60,,
ALLERGAN FRANCE,Médecin,FRANCO JEAN LUC,13/12/2013,REPAS,€15,,
ALLERGAN FRANCE,Médecin,FRANCO JEAN LUC,02/07/2013,REPAS,€60,,
ALLERGAN FRANCE,Médecin,MAILLET VIOUD MARCEL,13/09/2013,REPAS,€40,,
ALLERGAN FRANCE,Médecin,POPESCU OANA ISABELLE,01/10/2013,REPAS,€60,,
American Orthodontics,Chirurgien-dentiste,CHASSAGNETTE GALLE BRIGITTE,28/03/2013,REPAS,€46,,
American Orthodontics,Chirurgien-dentiste,GORGE WICK DELPHINE,28/03/2013,REPAS,€46,,
AMGEN SAS,Médecin,BONS JEAN MICHEL,13/06/2014,HEBERGEMENT,€121,,
AMGEN SAS,Médecin,BONS JEAN MICHEL,13/06/2014,REPAS REUNION,€55,,
AMGEN SAS,Médecin,BONS JEAN MICHEL,13/06/2014,REPAS REUNION,€41,,
AMGEN SAS,Médecin,DABOT CHRISTIAN,11/02/2014,REPAS IMPROMPTU,€21,,
AMGEN SAS,Médecin,GAVET BONGO FLORENCE,11/04/2014,REPAS IMPROMPTU,€20,,
AMGEN SAS,Médecin,GAVET BONGO FLORENCE,03/02/2014,REPAS IMPROMPTU,€15,,
AMGEN SAS,Médecin,NAHIMANA CARITAS,20/09/2013,REPAS,€38,,
AMGEN SAS,Médecin,ROUANET JACQUES,20/09/2013,REPAS,€38,,
Amplifon Groupe France,Médecin,ROCHAS PATRICK,28/05/2014,AUTRE : [INSCRIPTION-TRANSPORT-REPAS-HEBERGEMENT],"€1,785",,
APTALIS PHARMA SAS,Médecin,CHAPUIS CELINE,22/03/2014,FRAIS D'HOSPITALIT,€37,,
APTALIS PHARMA SAS,Médecin,GROBOST OLIVIER,28/05/2014,INSCRIPTIONS,€389,,
ASPEN FRANCE,Médecin,BARBBIER Pierre,28/04/2014,Repas,€45,,
ASPEN FRANCE,Médecin,BETTAREL BINON Catherine,11/02/2014,Repas,€45,,
ASPEN FRANCE,Médecin,CHANSEAUME Sylvain,25/02/2014,Repas,€60,,
ASPEN FRANCE,Médecin,COSTA Marine,28/04/2014,Repas,€45,,
ASPEN FRANCE,Médecin,DELHOUME LAJOIE Dominique,11/02/2014,Repas,€45,,
ASPEN FRANCE,Médecin,ESSIQUE David,11/04/2014,Repas,€29,,
ASPEN FRANCE,Médecin,GAULMIN Rémi,04/04/2014,Repas,€18,,
