ASTRAZENECA,Médecin,YAHOU ZINA,11/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,YAHOU ZINA,19/11/2013,Repas,€57,,
BIOGARAN,Pharmacien,DUSEIGNEUR JEAN CLAUDE,10/07/2013,REPAS,€22,,
BIOGARAN,Pharmacien,MANDONNET REGIS,10/07/2013,REPAS,€22,,
BIOGARAN,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DUFOUR ANNIE,10/07/2013,REPAS,€22,,
BIOGARAN,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GIELEWSKI VALÉRIE,10/07/2013,REPAS,€22,,
BIOGARAN,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MESSIAEN PRISCILLA,10/07/2013,REPAS,€22,,
BIOGARAN,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SAVIGNAC JONATHAN,10/07/2013,REPAS,€22,,
BRISTOL-MYERS SQUIBB,Pharmacien,NOTO QUENTIN,20/06/2014,Repas,€60,,
BRISTOL-MYERS SQUIBB,Pharmacien,NOTO NGOURN SOPHIE,20/06/2014,Repas,€60,,
BRISTOL-MYERS SQUIBB,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GIEWLIESKI VALERIE,20/06/2014,Repas,€60,,
BRISTOL-MYERS SQUIBB,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MESSIAEN PRISCILLIE,20/06/2014,Repas,€60,,
CONGRES COLLOQUES CONVENTIONS,Médecin,YAHOU ZINA,15/03/2014,REPAS,€40,,
DJO France SAS,Pharmacien,NOTO QUENTIN,19/12/2013,Repas,€23,,
DJO France SAS,Pharmacien,NOTO QUENTIN,19/12/2013,Repas,€23,,
DJO France SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GIELEWSKI VALERIE,19/12/2013,Repas,€23,,
DJO France SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MESSIAEN PRISCILLIA,19/12/2013,Repas,€23,,
DJO France SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SCHLUPP LAURIE,19/12/2013,Repas,€23,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,YAHOU ZINA,19/06/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,YAHOU ZINA,13/02/2014,REPAS,€45,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,YAHOU ZINA,25/04/2013,Hospitalite,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,YAHOU ZINA,19/06/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,YAHOU ZINA,13/02/2014,REPAS,€45,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,YAHOU ZINA,19/03/2014,REPAS,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,YAHOU ZINA,17/12/2013,REPAS,€52,,
Laboratoires ARKOPHARMA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LELOUEREC MYRIAM,22/05/2014,REPAS,€39,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,BITTON MAURICE,04/07/2013,Repas,€28,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,DARMON JEAN JACQUES,04/07/2013,Repas,€28,,
MEDTRONIC France S.A.S,Masseur-kinésithérapeute,OSTROROG IWONA,19/09/2013,REPAS,€39,,
PIERRE FABRE MEDICAMENT,Médecin,MELLOULI AHLEM,03/04/2013,Restauration,€10,,
