American Orthodontics,Chirurgien-dentiste,VANHILLE DOMITILLE,21/03/2014,REPAS,€15,,
AMGEN SAS,Médecin,LAINE JEAN MARIE,12/12/2013,REPAS IMPROMPTU,€27,,
ASTRAZENECA,Médecin,ALMAND JACQUES,03/06/2014,Repas,€57,,
ASTRAZENECA,Médecin,CANTAIS CHRISTOPHE,21/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,CANTAIS CHRISTOPHE,03/06/2014,Repas,€57,,
ASTRAZENECA,Médecin,PRZYBYLA MICHEL,03/06/2014,Repas,€57,,
BIOCODEX,Pharmacien,DEMARQUETTE INGRID,16/12/2013,REPAS,€19,,
BIOCODEX,Pharmacien,SEYNAVE CATHERINE,16/12/2013,REPAS,€19,,
BIOCODEX,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LEFEBVRE AMELIE,16/12/2013,REPAS,€19,,
BIOCODEX,Préparateur en pharmacie et préparateur en pharmacie hospitalière,STOPIN RACHEL,16/12/2013,REPAS,€19,,
bioMérieux,Pharmacien,CAPRON NICOLAS,04/10/2012,REPAS,€22,,
BOIRON,Médecin,RIVENET VICTOR,12/06/2014,[REPAS],€45,,
BOIRON,Médecin,RIVENET VICTOR,14/06/2014,[REPAS],€38,,
BOIRON,Médecin,RIVENET VICTOR,17/12/2013,[REPAS],€41,,
BOIRON,Pharmacien,SEYNAVE CATHERINE,23/06/2014,[REPAS],€24,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LEFEBVRE AMELIE,23/06/2014,[REPAS],€24,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,STOPIN RACHEL,23/06/2014,[REPAS],€24,,
CONGRES COLLOQUES CONVENTIONS,Médecin,CANTAIS CHRISTOPHE,25/01/2014,REPAS,€30,,
DJO France SAS,Pharmacien,MILLIOT DELPHINE,14/05/2013,Repas,€20,,
DJO France SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CONSTANT SOPHIE,14/05/2013,Repas,€20,,
DJO France SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LEGRAND ISABELLE,14/05/2013,Repas,€20,,
DJO France SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LEMAIRE MARYVONNE,14/05/2013,Repas,€20,,
EUROPHTA,Médecin,TOMAS JOSE,04/04/2014,REPAS,€55,,
FUJIFILM Medical Systems France,Médecin,BRAHAM MOULDI,16/04/2014,REPAS,€34,,
FUJIFILM Medical Systems France,Médecin,BRAHAM MOULDI,12/02/2014,REPAS,€35,,
FUJIFILM Medical Systems France,Médecin,BRAHAM MOULDI,18/10/2013,REPAS,€80,,
GUERBET France,Etablissement de santé,CABINET DE RADIOLOGIE,12/12/2013,AUTRE: OUVRAGE,€92,,
GUERBET France,Médecin,BRAHAM MOULDI,30/09/2013,TRANSPORT,€200,,
GUERBET France,Médecin,BRAHAM MOULDI,30/09/2013,HEBERGEMENT,€645,,
ICOMED,Chirurgien-dentiste,BRUNEBARBE MATTHIEU,30/04/2013,Autre: [Enquête],€14,,
ICOMED,Chirurgien-dentiste,DUMONT HERVE,17/04/2013,Autre: [Enquête],€14,,
ICOMED,Chirurgien-dentiste,HEBBINCKUYS VANHILLE DOMITILLE,06/05/2014,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,HEBBINCKUYS VANHILLE DOMITILLE,11/04/2013,Autre: [Enquête],€14,,
ICOMED,Chirurgien-dentiste,MORTIER JULIE,30/04/2013,Autre: [Enquête],€14,,
ICOMED,Médecin,ALMAND JACQUES,10/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,CANTAIS CHRISTOPHE,04/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LAINE JEAN MARIE,06/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MARMOUSEZ BOYAVAL ANNICK,04/11/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,PRZYBYLA MICHEL,06/01/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,PRZYBYLA MICHEL,21/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,RIVENET VICTOR,06/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,RIVENET VICTOR,23/01/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,SZALKIEWICZ MICHEL,10/04/2014,Autre: [Enquête],€25,,
JANSSEN-CILAG,Médecin,RIVENET VICTOR,12/09/2013,REPAS,€53,,
LABORATOIRE DES GRANIONS,Médecin,RIVENET Victor,25/11/2013,Repas,€10,,
LABORATOIRE DES GRANIONS,Pharmacien,SEYNAVE Catherine,25/11/2013,Repas,€10,,
LABORATOIRE DES GRANIONS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LEFEBVRE Amélie,25/11/2013,Repas,€10,,
LABORATOIRE DES GRANIONS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MILLIOT Virginie,25/11/2013,Repas,€10,,
LABORATOIRE DES GRANIONS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,STOPIN Rachel,25/11/2013,Repas,€10,,
LABORATOIRE GLAXOSMITHKLINE,Infirmier,FOURNIER HELENE,28/05/2013,Hospitalite,€514,,
LABORATOIRE GLAXOSMITHKLINE,Infirmier,FOURNIER HELENE,28/05/2013,Transport,€359,,
LABORATOIRE GLAXOSMITHKLINE,Infirmier,FOURNIER HELENE,19/03/2013,Transport,€246,,
LABORATOIRE GLAXOSMITHKLINE,Infirmier,FOURNIER HELENE,19/03/2013,Hospitalite,€574,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,RENARD BENEDICTE,20/03/2012,Hospitalité,€55,,
LABORATOIRE JALDES,Médecin,Rivenet Victor,04/07/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,DELANNEL VIRGINIE,18/06/2013,INVITATIONS,€20,,
Laboratoires THEA,Médecin,TOMAS JOSE,13/01/2014,REPAS,€25,,
Lilly France SAS,Médecin,CANTAIS CHRISTOPHE,12/12/2013,REPAS,€46,,
MSD France,Médecin,ALMAND JACQUES,03/12/2013,REPAS,€60,,
MSD France,Médecin,CANTAIS CHRISTOPHE,13/06/2012,REPAS,€40,,
MSD France,Médecin,LAINE JEAN MARIE,03/12/2013,REPAS,€60,,
MSD France,Médecin,PRZYBYLA MICHEL,03/12/2013,REPAS,€60,,
MSD France,Médecin,PRZYBYLA MICHEL,13/06/2012,REPAS,€40,,
MSD France,Médecin,RENARD BENEDICTE,03/12/2013,REPAS,€60,,
MYLAN SAS,Pharmacien,SEYNAVE CATHERINE,09/12/2013,REPAS,€31,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DEMARQUETTE INGRID,09/12/2013,REPAS,€31,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LEFEBVRE AMELIE,09/12/2013,REPAS,€31,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MILLIOT VIRGINIE,09/12/2013,REPAS,€31,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,STOPIN RACHEL,09/12/2013,REPAS,€31,,
NOVARTIS PHARMA SAS,Médecin,PRZYBYLA MICHEL,13/11/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
PHENIX CARDIOLOGIE,Médecin,PRZYBYLA MICHEL,14/03/2012,REPAS,€55,,
PIERRE FABRE MEDICAMENT,Médecin,BARBASTE JEAN MICHEL,13/06/2012,Restauration,€47,,
SANOFI AVENTIS FRANCE,Médecin,CANTAIS CHRISTOPHE,26/11/2013,Restauration,€52,,
SANOFI AVENTIS FRANCE,Médecin,PRZYBYLA MICHEL,17/06/2014,Repas,€54,,
SANOFI AVENTIS FRANCE,Médecin,PRZYBYLA MICHEL,26/11/2013,Restauration,€52,,
SANOFI AVENTIS FRANCE,Médecin,PRZYBYLA MICHEL,06/02/2014,Repas,€44,,
SEPTODONT SAS,Chirurgien-dentiste,CALMEIN Sylvie,25/02/2013,Cadeaux,€144,,
SEPTODONT SAS,Chirurgien-dentiste,CALMEIN SYLVIE,27/04/2012,Cadeaux,€144,,
SEPTODONT SAS,Chirurgien-dentiste,DUMONT Hervé,17/12/2012,Cadeaux,€144,,
Takeda France,Médecin,CANTAIS Christophe,11/04/2014,REPAS,€60,,
Takeda France,Médecin,PRZYBYLA Michel,11/04/2014,REPAS,€60,,
