ABBOTT PRODUCTS SAS,Médecin,MARTY FAUCHER JEAN PIERRE,20/03/2014,REPAS,€57,,
ALFA WASSERMANN PHARMA,Médecin,CHAUFFOUR AGNES,11/02/2014,REPAS,€50,,
ALFA WASSERMANN PHARMA,Médecin,PEDINI JEAN,18/04/2014,REPAS,€48,,
ASTRAZENECA,Etudiant,NAVARRO NICOLAS,12/03/2014,Repas,€25,,
ASTRAZENECA,Etudiant,NAVARRO NICOLAS,01/04/2014,Repas,€43,,
ASTRAZENECA,Etudiant,NAVARRO NICOLAS,09/01/2014,Repas,€57,,
ASTRAZENECA,Etudiant,NAVARRO NICOLAS,20/01/2014,Repas,€25,,
ASTRAZENECA,Infirmier,BALDET SONIA,17/03/2014,Repas,€25,,
ASTRAZENECA,Infirmier,BRAZ EVELYNE,13/03/2014,Repas,€25,,
ASTRAZENECA,Infirmier,BRUNET JEAN LOUIS,10/02/2014,Repas,€25,,
ASTRAZENECA,Infirmier,BRUNET JEAN LOUIS,23/09/2013,Repas,€20,,
ASTRAZENECA,Infirmier,COLRAT ELISABETH,23/09/2013,Repas,€20,,
ASTRAZENECA,Infirmier,GARABUAU STEPHANIE,25/03/2014,Repas,€20,,
ASTRAZENECA,Infirmier,GUITARD FREDERIC,17/03/2014,Repas,€25,,
ASTRAZENECA,Infirmier,LATAPIE BOULOC BEATRICE,10/02/2014,Repas,€25,,
ASTRAZENECA,Infirmier,LATAPIE BOULOC BEATRICE,23/09/2013,Repas,€20,,
ASTRAZENECA,Infirmier,MARBEZY JEAN MARC,10/02/2014,Repas,€25,,
ASTRAZENECA,Infirmier,MARBEZY JEAN MARC,23/09/2013,Repas,€20,,
ASTRAZENECA,Infirmier,MAS GERALDINE,25/03/2014,Repas,€20,,
ASTRAZENECA,Infirmier,MAVIEL HELENE,25/03/2014,Repas,€20,,
ASTRAZENECA,Infirmier,MAZARS DANIEL,24/10/2013,Repas,€57,,
ASTRAZENECA,Infirmier,MAZARS DANIEL,18/04/2014,Repas,€20,,
ASTRAZENECA,Infirmier,MAZARS DANIEL,17/03/2014,Repas,€25,,
ASTRAZENECA,Infirmier,PLAGNARD FABIENNE,25/03/2014,Repas,€20,,
ASTRAZENECA,Infirmier,PRADALIER CORINNE,17/03/2014,Repas,€25,,
ASTRAZENECA,Infirmier,REY SEBASTIEN,17/03/2014,Repas,€25,,
ASTRAZENECA,Infirmier,RIVA STEPHANE,17/03/2014,Repas,€25,,
ASTRAZENECA,Infirmier,ROUX PHILIPPE,25/03/2014,Repas,€20,,
ASTRAZENECA,Infirmier,SAGNES PHILIPPE,10/02/2014,Repas,€25,,
ASTRAZENECA,Infirmier,SAGNES PHILIPPE,23/09/2013,Repas,€20,,
ASTRAZENECA,Infirmier,SAILLAN PATRICK,17/03/2014,Repas,€25,,
ASTRAZENECA,Médecin,DEFONTAINES PIERRE,10/02/2014,Repas,€25,,
ASTRAZENECA,Médecin,D ESTANQUE JEAN FRANCOIS,25/03/2014,Repas,€20,,
ASTRAZENECA,Médecin,GASSIOT ANDRE,05/06/2014,[Repas],€57,,
ASTRAZENECA,Médecin,GASSIOT ANDRE,22/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,GASSIOT ANDRE,26/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,HONTAU ADRIANA,01/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,HONTAU ADRIANA,10/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,HONTAU ADRIANA,24/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,JOUDI Nasri,18/10/2013,Repas,€60,,
ASTRAZENECA,Médecin,JOUDI Nasri,19/10/2013,Repas,€43,,
ASTRAZENECA,Médecin,JOUDI Nasri,19/10/2013,Transport,€26,,
ASTRAZENECA,Médecin,JOUDI NASRI,14/10/2013,Repas,€43,,
ASTRAZENECA,Médecin,JOUDI NASRI,26/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,JOUDI NASRI,10/02/2014,Repas,€25,,
ASTRAZENECA,Médecin,JOUDI Nasri,18/10/2013,Repas,€60,,
ASTRAZENECA,Médecin,JOUDI Nasri,18/10/2013,Hébergement,€186,,
ASTRAZENECA,Médecin,JOUDI NASRI,07/04/2014,Repas,€43,,
ASTRAZENECA,Médecin,JOUDI NASRI,23/09/2013,Repas,€20,,
ASTRAZENECA,Médecin,JOUDI NASRI,22/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,LECLERC FRANCOISE,18/04/2014,Repas,€20,,
ASTRAZENECA,Médecin,LECROQ Nathalie,18/10/2013,Repas,€60,,
ASTRAZENECA,Médecin,LECROQ Nathalie,18/10/2013,Transport,€71,,
ASTRAZENECA,Médecin,LECROQ NATHALIE,17/03/2014,Repas,€25,,
ASTRAZENECA,Médecin,LECROQ Nathalie,19/10/2013,Repas,€43,,
ASTRAZENECA,Médecin,LECROQ Nathalie,18/10/2013,Hébergement,€184,,
ASTRAZENECA,Médecin,MAQUIN ISABELLE,21/02/2014,Repas,€43,,
ASTRAZENECA,Médecin,MAQUIN ISABELLE,10/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,MELOUAH CHAWKI,03/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,MELOUAH CHAWKI,26/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,MELOUAH CHAWKI,10/02/2014,Repas,€25,,
ASTRAZENECA,Médecin,MELOUAH CHAWKI,23/09/2013,Repas,€20,,
ASTRAZENECA,Médecin,MELOUAH CHAWKI,22/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,MELOUAH CHAWKI,12/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,MELOUAH CHAWKI,01/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,MERGAUX DIDIER,10/06/2014,Repas,€57,,
ASTRAZENECA,Médecin,MERGAUX DIDIER,26/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,MERGAUX DIDIER,05/06/2014,[Repas],€57,,
ASTRAZENECA,Médecin,ORTALO MAGNE NATHALIE,21/02/2014,Repas,€43,,
ASTRAZENECA,Médecin,ORTALO MAGNE NATHALIE,10/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,PECHDO CHRISTINE,24/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,PECHDO CHRISTINE,05/06/2014,[Repas],€57,,
ASTRAZENECA,Médecin,PECHDO CHRISTINE,03/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,PILLET FREDERIC,22/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,PILLET FREDERIC,01/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,PILLET FREDERIC,12/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,ROHMER GERARD,26/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,ROHMER GERARD,10/06/2014,Repas,€43,,
ASTRAZENECA,Médecin,ROHMER GERARD,25/02/2014,Repas,€43,,
ASTRAZENECA,Médecin,ROHMER GERARD,12/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,ROHMER GERARD,26/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,SCHELP CORINNE,10/02/2014,Repas,€25,,
ASTRAZENECA,Médecin,SCHELP CORINNE,21/02/2014,Repas,€43,,
ASTRAZENECA,Médecin,SCHELP CORINNE,14/10/2013,Repas,€43,,
ASTRAZENECA,Médecin,SCHELP CORINNE,24/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,SCHELP CORINNE,07/04/2014,Repas,€43,,
ASTRAZENECA,Médecin,SCHELP CORINNE,23/09/2013,Repas,€20,,
