ALLERGAN FRANCE,Médecin,VERNE BRIGITTE,30/01/2014,REPAS,€56,,
ASPEN FRANCE,Médecin,NALLET Gerard,27/03/2014,Repas,€42,,
ASTRAZENECA,Médecin,NALLET GERARD,25/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,ORLANDI JEAN PIERRE,18/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,ORLANDI JEAN PIERRE,11/06/2014,Repas,€57,,
ASTRAZENECA,Médecin,ROBERT PHILIPPE,25/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,ROBERT PHILIPPE,18/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,VISENTIN GASCON ALBANE,25/03/2014,Repas,€57,,
BIOGARAN,Pharmacien,LYMER PASCAL,25/10/2013,AUTRE : FORMATION CURSUS ESSEC,€547,,
BOIRON,Pharmacien,BRESSOL SONIA,05/12/2013,[REPAS],€20,,
BOIRON,Pharmacien,CLERC SOPHIE,15/04/2014,[REPAS],€25,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,D'AMBROSIO LAURIE,15/04/2014,[REPAS],€25,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,D'AMBROSIO LAURIE,05/12/2013,[REPAS],€20,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MARTIN PAULE,15/04/2014,[REPAS],€25,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MARTIN PAULE,05/12/2013,[REPAS],€20,,
GILEAD SCIENCES,Médecin,RIEUSSEC MARIE ODILE,05/06/2014,REPAS,€25,,
GILEAD SCIENCES,Médecin,RIEUSSEC MARIE ODILE,20/03/2014,REPAS,€25,,
ICOMED,Chirurgien-dentiste,DECHENAUX MARTINE,24/04/2013,Autre: [Enquête],€14,,
ICOMED,Chirurgien-dentiste,DUSSERT COLLIN SANDRINE,21/05/2013,Autre: [Enquête],€14,,
ICOMED,Chirurgien-dentiste,GROSJEAN VIRGINIE,08/04/2013,Autre: [Enquête],€14,,
ICOMED,Médecin,BRONNER CATHERINE,06/03/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,BRONNER CATHERINE,07/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,CHOLLIER THERESE,20/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,CHOLLIER THERESE,07/02/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,LAMBLIN THIERRY,18/12/2013,Autre: [Enquête],€28,,
ICOMED,Médecin,LAMBLIN THIERRY,07/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MANFREDI CAROLINE,29/04/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,ORLANDI JEAN PIERRE,27/11/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,ROMANET PIERRE,07/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,ROMANET PIERRE,21/01/2014,Autre: [Enquête],€27,,
INTUITIVE SURGICAL SARL,Pharmacien,CLERC SOPHIE,13/01/2014,Repas,€47,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LE MARC HADOUR HERVE,18/01/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LE MARC HADOUR HERVE,11/06/2013,Hospitalite,€44,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LE MARC HADOUR HERVE,05/11/2013,REPAS,€59,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LE MARC HADOUR HERVE,18/03/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LE MARC HADOUR HERVE,12/02/2013,Hospitalite,€59,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ORLANDI JEAN PIERRE,18/03/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ORLANDI JEAN PIERRE,24/04/2012,Hospitalité,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ORLANDI JEAN PIERRE,18/01/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROBERT PHILIPPE,05/11/2013,REPAS,€59,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,CLERC SOPHIE,11/06/2013,INVITATIONS,€20,,
LEO Pharma,Masseur-kinésithérapeute,BECQUET PHILIPPE,12/10/2013,HOSPITALITE,€28,,
