3M France,Médecin,DUBREUIL EMMANUEL,10/12/2013,REPAS,€29,,
ABBOTT FRANCE,Infirmier,NADAL BRIGITTE,04/03/2014,REPAS,€22,,
ABBOTT PRODUCTS SAS,Médecin,ELIEN MARIE CHRISTINE,13/03/2014,REPAS,€51,,
ABBOTT PRODUCTS SAS,Médecin,GONZALEZ FRANCOIS XAVIER,13/03/2014,REPAS,€51,,
ABBOTT PRODUCTS SAS,Médecin,LONG PHILIPPE,13/03/2014,REPAS,€51,,
ABBOTT PRODUCTS SAS,Médecin,MARVILLET CLAUDINE,13/03/2014,REPAS,€51,,
ABBOTT PRODUCTS SAS,Médecin,STA M RAD ALI,13/03/2014,REPAS,€51,,
AbbVie,Médecin,GUILLARD JEAN-PIERRE,02/12/2013,HÉBERGEMENT,€220,,
AbbVie,Médecin,GUILLARD JEAN-PIERRE,01/12/2013,TRANSPORT,€254,,
AbbVie,Médecin,GUILLARD JEAN-PIERRE,01/12/2013,HÉBERGEMENT,€220,,
ALK-Abelló,Médecin,ALLOUCHE JOSEPH,08/06/2012,AUTRE : [RESTAURATION],€50,,
ALK-Abelló,Médecin,BEAUDOIN FRÃ‰DERICK,20/02/2014,Autre : [Restauration],€55,,
ALK-Abelló,Médecin,GONZALEZ FRANCOIS XAVIER,20/02/2014,Autre : [Restauration],€55,,
ALLERGAN FRANCE,Médecin,BELLO-LEYGE JACQUELINE,19/06/2014,HEBERGEMENT,€104,,
ALLERGAN FRANCE,Médecin,FEBVRE-ARNAUDET SYLVIE,19/06/2014,REPAS,€40,,
ALLERGAN FRANCE,Médecin,FEBVRE-ARNAUDET SYLVIE,19/06/2014,REPAS,€40,,
ALLERGAN FRANCE,Médecin,LEYGE BELLO JACQUELINE,19/06/2014,REPAS,€40,,
ALLERGAN FRANCE,Médecin,LEYGE BELLO JACQUELINE,19/06/2014,REPAS,€40,,
ALLERGAN FRANCE,Médecin,POLI ALAIN,15/10/2013,REPAS,€20,,
ALLERGAN FRANCE,Médecin,POLI ALAIN,15/10/2013,REPAS,€20,,
ALLERGAN FRANCE,Médecin,TROUVE OLIVIER,03/04/2014,HOSPITALITE,€66,,
AMGEN SAS,Infirmier,DELOBEL SOPHIE,30/01/2014,REPAS IMPROMPTU,€25,,
AMGEN SAS,Médecin,BELLO LEYGE JACQUELINE,13/02/2014,REPAS IMPROMPTU,€60,,
AMGEN SAS,Médecin,BERTRAND SANDRINE,30/01/2014,REPAS IMPROMPTU,€25,,
AMGEN SAS,Médecin,BOISSY CHRISTIAN,13/02/2014,REPAS IMPROMPTU,€54,,
AMGEN SAS,Médecin,BOURGEAIS FRANCOIS,13/02/2014,REPAS IMPROMPTU,€60,,
AMGEN SAS,Médecin,BREUIL VERONIQUE,13/02/2014,REPAS IMPROMPTU,€60,,
AMGEN SAS,Médecin,BRUN ODILE,30/01/2014,REPAS IMPROMPTU,€25,,
AMGEN SAS,Médecin,CHOUCHANE ALAIN,13/02/2014,REPAS IMPROMPTU,€60,,
AMGEN SAS,Médecin,FEBVRE ARNAUDET SYLVIE,13/02/2014,REPAS IMPROMPTU,€60,,
AMGEN SAS,Médecin,FLIN CHRISTIAN,13/02/2014,REPAS IMPROMPTU,€60,,
AMGEN SAS,Médecin,FRIC DANIELE,30/01/2014,REPAS IMPROMPTU,€25,,
AMGEN SAS,Médecin,GARNIER TIXIDRE CLAIRE,30/01/2014,REPAS IMPROMPTU,€25,,
AMGEN SAS,Médecin,GRANDGEORGE YANN,13/02/2014,REPAS IMPROMPTU,€60,,
AMGEN SAS,Médecin,GRILO ROSE MARIE,13/02/2014,REPAS IMPROMPTU,€60,,
AMGEN SAS,Médecin,JACQ FREDERIC,13/02/2014,REPAS IMPROMPTU,€60,,
AMGEN SAS,Médecin,LE SEAUX SYLVIE,13/02/2014,REPAS IMPROMPTU,€60,,
AMGEN SAS,Médecin,LEYGE JEAN FRANCOIS,13/02/2014,REPAS IMPROMPTU,€60,,
AMGEN SAS,Médecin,LEYRONNAS CECILE,30/01/2014,REPAS IMPROMPTU,€25,,
AMGEN SAS,Médecin,LONG JEROME,30/01/2014,REPAS IMPROMPTU,€25,,
AMGEN SAS,Médecin,MILLASSEAU ELODIE,13/02/2014,REPAS IMPROMPTU,€60,,
AMGEN SAS,Médecin,PAOLI PIERRE HENRI,13/02/2014,REPAS IMPROMPTU,€60,,
AMGEN SAS,Médecin,POLI ALAIN,18/03/2014,REPAS REUNION,€52,,
AMGEN SAS,Médecin,POLI ALAIN,13/09/2013,REPAS IMPROMPTU,€43,,
AMGEN SAS,Médecin,RONCHIN PHILIPPE,19/03/2014,REPAS IMPROMPTU,€60,,
AMGEN SAS,Médecin,RONCHIN PHILIPPE,13/01/2014,REPAS IMPROMPTU,€49,,
AMGEN SAS,Médecin,RONCHIN PHILIPPE,13/02/2014,REPAS IMPROMPTU,€54,,
AMGEN SAS,Médecin,RONCHIN PHILIPPE,21/02/2014,REPAS IMPROMPTU,€25,,
AMGEN SAS,Médecin,SALASC BERNARD,13/02/2014,REPAS IMPROMPTU,€54,,
AMGEN SAS,Médecin,VILLENEUVE JEAN,13/02/2014,REPAS IMPROMPTU,€60,,
AMGEN SAS,Médecin,WEINBRECK NICOLAS,19/03/2014,REPAS IMPROMPTU,€60,,
AMGEN SAS,Médecin,ZAKARIAN HERVE,13/02/2014,REPAS IMPROMPTU,€60,,
ANTHOGYR,Médecin,GLUCKICH Roland,28/11/2013,Repas ou Hébèrgement,€46,,
APTALIS PHARMA SAS,Médecin,LONG PHILIPPE,13/02/2014,FRAIS D'HOSPITALIT,€52,,
Arthrex SAS,Médecin,BUORD JEAN-MARC,16/12/2013,REPAS,€16,,
Arthrex SAS,Médecin,BUORD JEAN-MARC,16/12/2013,TRANSPORT,€92,,
Arthrex SAS,Médecin,BUORD JEAN-MARC,16/12/2013,HEBERGEMENT,€495,,
Arthrex SAS,Médecin,BUORD JEAN-MARC,18/09/2013,HEBERGEMENT,€495,,
Arthrex SAS,Médecin,BUORD JEAN-MARC,18/09/2013,TRANSPORT,€29,,
ASSISTANCES MEDICALES SPECIALISEES,Médecin,BOUDOUMI DILALI,05/06/2014,REPAS,€64,,
ASSISTANCES MEDICALES SPECIALISEES,Médecin,BOUDOUMI DILALI,06/03/2014,REPAS,€51,,
ASTELLAS PHARMA,Médecin,DEL GIUDICE PASCAL,03/10/2013,TRANSPORT,€374,,
ASTELLAS PHARMA,Médecin,DEL GIUDICE PASCAL,18/11/2013,TRANSPORT,€399,,
ASTELLAS PHARMA,Médecin,FILIPECKI JEAN MARC,20/06/2014,REPAS,€37,,
ASTELLAS PHARMA,Médecin,FILIPECKI JEAN MARC,08/03/2013,REPAS,€53,,
ASTELLAS PHARMA,Médecin,ROCHEL GILLES,08/03/2013,REPAS,€53,,
ASTRAZENECA,Médecin,ALLAMANDI MUNIER VERONIQUE,03/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,BARLES PATRICK,01/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,BARLES PATRICK,20/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,BARLES PATRICK,19/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,BARLES PATRICK,16/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,BARLES PATRICK,05/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,BARLES PATRICK,06/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,BARLES PATRICK,05/06/2014,Repas,€57,,
ASTRAZENECA,Médecin,BARLES PATRICK,22/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,BARLES PATRICK,08/11/2013,Repas,€43,,
ASTRAZENECA,Médecin,BARLES PATRICK,03/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,BEAUDOIN FREDERICK,20/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,BEAUDOIN FREDERICK,08/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,BEAUDOIN FREDERICK,03/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,BENYAMIN PIERRE,14/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,BENYAMIN PIERRE,03/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,BENYAMIN PIERRE,25/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,BENYAMIN PIERRE,18/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,BENYAMIN PIERRE,16/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,CHAHBI CHARON RACHIDA,06/06/2014,Repas,€57,,
ASTRAZENECA,Médecin,CHAHBI CHARON RACHIDA,14/02/2014,Repas,€43,,
ASTRAZENECA,Médecin,CHAHBI CHARON RACHIDA,01/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,D ARDALHON DE MIRAMON MANUELLA,14/02/2014,Repas,€43,,
