ASTELLAS PHARMA,Infirmier,PAPILLAUD CHRISTELLE,20/11/2012,HEBERGEMENT,€266,,
ASTELLAS PHARMA,Infirmier,SOBOCINSKI FRANCOISE,10/04/2013,REPAS,€58,,
ASTELLAS PHARMA,Médecin,CARRA BEATRICE,24/04/2013,REPAS,€12,,
ASTELLAS PHARMA,Médecin,FOURMOND ISABELLE,24/04/2013,REPAS,€12,,
Bayer HealthCare SAS,Médecin,COQUERAN MARIE CHRISTINE,18/10/2013,Hospitalité,€15,,
BOEHRINGER INGELHEIM FRANCE,Médecin,TOLLE ADRIEN,12/12/2013,HOSPITALITE,€42,,
BOIRON CARAIBES,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DE CHAVIGNY JACQUELINE,12/12/2013,[REPAS],€11,,
BOIRON CARAIBES,Préparateur en pharmacie et préparateur en pharmacie hospitalière,POLONET LUCIANA,12/12/2013,[REPAS],€11,,
BRISTOL-MYERS SQUIBB,Etudiant,BAIZET CLAIRE,19/08/2013,Repas,€36,,
BRISTOL-MYERS SQUIBB,Médecin,MAHY BENOIT,04/07/2013,Repas,€32,,
BRISTOL-MYERS SQUIBB,Médecin,MAHY BENOIT,19/08/2013,Repas,€36,,
BRISTOL-MYERS SQUIBB,Médecin,MAHY BENOIT,09/08/2013,Repas,€36,,
GIBAUD,Pharmacien,REVILLON D'APREVAL HELENE,05/11/2013,Repas,€56,,
ICOMED,Médecin,CARRA BEATRICE,07/03/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,CARRA BEATRICE,23/04/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,COQUERAN MARIE CHRISTINE,03/06/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,FOURMOND ISABELLE,12/06/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,FOURMOND ISABELLE,08/04/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,MICHALON BEAUROY MARLENE,09/08/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MIREUR PIERRE,18/06/2014,Autre: [Enquête],€23,,
IPSEN PHARMA,Ergothérapeute,BEAUFILS FANNY,13/02/2014,REPAS,€24,,
IPSEN PHARMA,Ergothérapeute,DUGUET DIMITRY,13/02/2014,REPAS,€24,,
IPSEN PHARMA,Ergothérapeute,FRANCOIS HAUGRIN AXELLE,13/02/2014,REPAS,€24,,
IPSEN PHARMA,Ergothérapeute,HARDY DESSOURCES DANIEL,13/02/2014,REPAS,€24,,
IPSEN PHARMA,Ergothérapeute,MALLEGOL CHARLOTTE,13/02/2014,REPAS,€24,,
IPSEN PHARMA,Ergothérapeute,PETITO LEILA AICHA,13/02/2014,REPAS,€24,,
IPSEN PHARMA,Médecin,BOIVIN JOCELYNE,04/04/2014,REPAS,€21,,
IPSEN PHARMA,Médecin,CARRA BEATRICE,04/04/2014,REPAS,€21,,
IPSEN PHARMA,Médecin,HURTREL GUILLAUME,04/04/2014,REPAS,€21,,
IPSEN PHARMA,Médecin,JABBARI HOUCINE,04/04/2014,REPAS,€21,,
IPSEN PHARMA,Médecin,LOUISE MARTINS VERONIQUE,04/04/2014,REPAS,€21,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MICHALON BEAUROY MARLENE,03/04/2014,REPAS,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MIREUR PIERRE,03/04/2014,REPAS,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MOETUS MAIGA JACQUELINE,25/05/2012,Hospitalité,€28,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,FOURMOND ISABELLE,22/01/2014,HOSPITALITE,€16,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,MAHY BENOIT,22/01/2014,HOSPITALITE,€16,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,MARTINS VERONIQUE,22/01/2014,HOSPITALITE,€16,,
LEO Pharma,Médecin,VIRARD GAUTHIER,06/12/2013,REPAS,€14,,
LES LABORATOIRES SERVIER,Médecin,GUANNEL MARIE-CHRISTINE,11/12/2013,Repas,€52,,
NOVARTIS PHARMA SAS,Médecin,CARRA BEATRICE,26/07/2013,Autre : [Hospitalité Evenement Scientifique],€15,,
NOVARTIS PHARMA SAS,Médecin,JABBARI HOUCINE,26/07/2013,Autre : [Hospitalité Evenement Scientifique],€15,,
NOVARTIS PHARMA SAS,Médecin,MAHY BENOIT,26/07/2013,Autre : [Hospitalité Evenement Scientifique],€15,,
NOVO NORDISK,Médecin,BOIVIN JOCELYNE,31/01/2014,REPAS,€26,,
