A+A,Médecin,FAYET JEAN MARIE,25/10/2013,24/10/2013 -,ETUDE DE MARCHE,,
ASTRAZENECA,Association professionnel de santé,C.M.B.-DEVELOPPEMENT,01/04/2014,01/04/2014 -,Congrès/symposium,,
ASTRAZENECA,Médecin,DE LAGREVOL DOMINIQUE,09/10/2013,09/10/2013 -,Formation,,
ASTRAZENECA,Médecin,NOVAT JEROME,09/10/2013,09/10/2013 -,Formation,,
BOIRON,Pharmacien,PESNEL PASCALE,28/11/2013,28/11/2013 -,[FORMATION],,
BOIRON,Pharmacien,PESNEL YVES,28/11/2013,28/11/2013 -,[FORMATION],,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DESIGAUX NATHALIE,28/11/2013,28/11/2013 -,[FORMATION],,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DUFFOUX VALERIE,28/11/2013,28/11/2013 -,[FORMATION],,
LABORATOIRE GLAXOSMITHKLINE,Association professionnel de santé,ASSOCIATION CMB DEVELOPPEMENT,27/03/2013,27/03/2013 -,Autre : [STAND],,
LABORATOIRE GLAXOSMITHKLINE,Association professionnel de santé,ASSOCIATION CMB DEVELOPPEMENT,17/04/2013,17/04/2013 -,Autre : [STAND],,
LABORATOIRE GLAXOSMITHKLINE,Association professionnel de santé,ASSOCIATION CMB DEVELOPPEMENT,02/05/2013,02/05/2013 -,Autre : [STAND],,
LABORATOIRE GLAXOSMITHKLINE,Association professionnel de santé,C M B DEVELOPPEMENT,14/05/2014,14/05/2014 -,Autre :[stand],,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DE LAGREVOL DOMINIQUE,04/02/2014,04/02/2014 - 04/02/2014,Autre : [Convention d'Hospitalité],,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DUVAL JEAN JACQUES,05/09/2013,05/09/2013 -,AUTRE : [CONVENTION HOSPITALITE],,
Laboratoires Expanscience,Association professionnel de santé,CMB-DEVELOPPEMENT,09/04/2014,23/05/2014 - 23/05/2014,Subventions,,
Laboratoires Lohmann & Rauscher,Infirmier,SAINT DIDIER RICHARD,03/01/2014,19/01/2014 - 21/01/2014,CONGRES,,
LES LABORATOIRES SERVIER,Association professionnel de santé,ASSOCIATION C.M.B.-DEVELOPPEMENT,15/04/2014,15/04/2014 -,Congrès / Symposium,,
Lilly France SAS,Autres types de personne morale,CERCLE MEDICAL DU BEAUJOLAIS DEVELOPPEMENT,23/05/2014,23/05/2014 - 23/05/2014,AUTRE : [CONTRAT DE PARTENARIAT - LOCATION DE STAND],,
LOL PHARMA,Pharmacien,BURNAND CHRISTIANE BURNAND CHRISTIANE,02/09/2013,10/09/2013 -,CONTRAT DE PRESTATION DE SERVICE,,
MSD France,Autres types de personne morale,CERCLE MEDICAL DU BEAUJOLAIS DEVELOPPEMENT,15/05/2013,15/05/2013 -,PRESTATION EV ENEMENTIELLE (STAND, AUTRE),,
