A+A,Médecin,ASSUNCAO ARMINDO,25/07/2012,25/07/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,ASSUNCAO ARMINDO,16/01/2013,16/01/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,ASSUNCAO ARMINDO,25/07/2013,24/07/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,ASSUNCAO ARMINDO,31/07/2013,30/07/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,BEGHIN VERZELE CLAUDINE,18/07/2012,18/07/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,BENFERHAT SAID,06/03/2013,06/03/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,MBOCK GILBERT,09/07/2012,09/07/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,SHEKH NAZIH,06/03/2013,06/03/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,TODE MANUELA,03/09/2012,03/09/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,VERZELE RAYMOND,12/03/2012,12/03/2012 -,ETUDE DE MARCHE,,
AbbVie,Médecin,CHAREF ORKIA,10/03/2014,10/03/2014 -,AUTRE: [CONVENTION HOSPITALITE],,
AbbVie,Médecin,CHAREF ORKIA,06/11/2013,06/11/2013 -,AUTRE: [CONVENTION HOSPITALITE],,
Actelion Pharmaceuticals France,Médecin,PRZYBYLAK STEPHANE,17/10/2013,17/10/2013 - 17/10/2013,AUTRE [CONNEXION],,
All Global,Médecin,De Wever Norbert,30/04/2014,30/04/2014 -,[Marketing],,
All Global,Médecin,De Wever Norbert,14/05/2014,14/05/2014 -,[Marketing],,
All Global,Médecin,De Wever Norbert,12/05/2014,12/05/2014 -,[Marketing],,
All Global,Médecin,De Wever Norbert,12/05/2014,08/05/2014 -,[Marketing],,
All Global,Médecin,De Wever Norbert,18/04/2014,18/04/2014 -,[Marketing],,
All Global,Médecin,Grignet Jean Pierre,07/10/2013,07/09/2013 -,[Marketing],,
ASTRAZENECA,Médecin,ASSUNCAO ARMINDO,17/12/2013,17/12/2013 -,Formation,,
