A+A,Médecin,DEVILLE CAVELLIN PATRICK,04/03/2013,04/03/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,DEVILLE CAVELLIN PATRICK,03/12/2012,29/11/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,DEVILLE CAVELLIN PATRICK,12/01/2012,10/01/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,STELIAN CHRISTOPHE,18/07/2013,17/07/2013 -,ETUDE DE MARCHE,,
ALK-Abelló,Médecin,MALOD PANISSET ANNIE,08/04/2014,08/04/2014 - 08/04/2014,Autre : RÃ©union scientifique,,
Bayer HealthCare SAS,Médecin,DEVILLE CAVELLIN PATRICK,13/03/2014,13/03/2014 - 13/03/2014,AUTRE : MANIFESTATION DE PROMOTION,,
Bayer HealthCare SAS,Médecin,MERCIER SERGE,13/03/2014,13/03/2014 - 13/03/2014,AUTRE : MANIFESTATION DE PROMOTION,,
BOIRON,Pharmacien,BROSSEZ BENOIT,13/05/2014,13/05/2014 -,[FORMATION],,
BOIRON,Pharmacien,MAS PAULINE,07/11/2013,07/11/2013 -,[FORMATION],,
BOIRON,Pharmacien,UGUEN-LE PENVEN SOAZIG,13/05/2014,13/05/2014 -,[FORMATION],,
BOIRON,Pharmacien,UNGUEN SOIZIC,07/11/2013,07/11/2013 -,[FORMATION],,
CHIESI SA,Médecin,MALOD PANISSET ANNIE,21/01/2014,21/01/2014 - 21/01/2014,Autre : HOSPITALITE RP,,
CHIESI SA,Médecin,TAN CERCAS VERONIQUE,21/01/2014,21/01/2014 - 21/01/2014,Autre : HOSPITALITE RP,,
ETHICON,Infirmier,BRICHE NADINE,14/05/2014,14/05/2014 - 16/05/2014,CONGRES / SYMPOSIUM,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERCET PASCALE,29/11/2013,29/11/2013 -,AUTRE : [CONVENTION HOSPITALITE],,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CROISILLE STEPHANE,29/11/2013,29/11/2013 -,AUTRE : [CONVENTION HOSPITALITE],,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DURY HUBERT,29/11/2013,29/11/2013 -,AUTRE : [CONVENTION HOSPITALITE],,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MALOD PANISSET ANNIE,14/11/2013,14/11/2013 -,AUTRE : [CONVENTION HOSPITALITE],,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MALOD PANISSET ANNIE,05/06/2014,05/06/2014 - 05/06/2014,Autre : [Convention d'Hospitalité],,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MALOD PANISSET ANNIE,11/03/2014,11/03/2014 - 11/03/2014,Autre : [Convention d'Hospitalité],,
