ASTRAZENECA,Médecin,MONJOIN MOHAMED,27/09/2013,27/09/2013 -,Formation,,
ASTRAZENECA,Médecin,PERINELLE FRANCIS,27/09/2013,27/09/2013 -,Formation,,
IMS HEALTH SAS,Médecin,MONJOIN Mohamed,01/08/2012,01/08/2012 -,autre : Etude observationnelle,,
Laboratoire AGUETTANT, Société par Actions Simplifiée,Infirmier,TASSIN Stéphanie,07/11/2013,15/11/2012 - 15/11/2013,Conseil,,
LABORATOIRES CONVATEC,Infirmier,TASSIN STEPHANIE,08/04/2014,08/04/2014 - 08/04/2014,AUTRE,,
LES LABORATOIRES SERVIER,Médecin,MONJOIN MOHAMED,10/12/2013,10/12/2013 -,Autre : Manifestation scientifique,,
M3 Global Research Ltd,Médecin,frederique dreyfus,16/05/2014,16/05/2014 -,Marketing,,
MSD France,Médecin,MONJOIN MOHAMED,30/05/2013,30/05/2013 -,CONVENTION D’HOSPITALITÉ,,
MSD France,Médecin,MONJOIN MOHAMED,10/04/2014,10/04/2014 -,CONVENTION D’HOSPITALITÉ,,
MSD France,Médecin,MONJOIN MOHAMED,15/05/2013,15/05/2013 -,CONVENTION D’HOSPITALITÉ,,
MSD France,Médecin,PERINELLE FRANCIS,29/03/2012,29/03/2012 -,CONVENTION D HOSPITALITE,,
MSD France,Médecin,PERINELLE FRANCIS,10/04/2014,10/04/2014 -,CONVENTION D’HOSPITALITÉ,,
MSD France,Médecin,REVIAL DOMINIQUE,29/03/2012,29/03/2012 -,CONVENTION D HOSPITALITE,,
MSD France,Médecin,REVIAL DOMINIQUE,10/04/2014,10/04/2014 -,CONVENTION D’HOSPITALITÉ,,
PIERRE FABRE MEDICAMENT,Médecin,MONJOIN MOHAMED,03/12/2013,03/12/2013 -,CONVENTION D'HOSPITALITE,,
