A+A,Médecin,LAISNEY DIDIER,01/08/2013,31/07/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,PRESSEQ CHRISTIANE,18/07/2013,17/07/2013 -,ETUDE DE MARCHE,,
ABBOTT PRODUCTS SAS,Masseur-kinésithérapeute,VOLPINI Carole,16/05/2014,16/05/2014 -,CONGRES, SYMPOSIUM,,
AbbVie,Médecin,CHATELAIN ESCHBACH DORIS,29/11/2013,30/11/2013 -,AUTRE: [CONVENTION HOSPITALITE],,
ARROW GENERIQUES SAS,Pharmacien,BOUDONIS PHILIPPE,05/06/2013,29/08/2013 -,CONGRES,,
ASTRAZENECA,Médecin,BENKHALIFA RIADH,10/10/2013,10/10/2013 -,Formation,,
ASTRAZENECA,Médecin,BENKHALIFA RIADH,17/10/2013,17/10/2013 -,Formation,,
ASTRAZENECA,Médecin,BRASSAC JULIEN,10/09/2013,10/09/2013 -,Formation,,
ASTRAZENECA,Médecin,BRASSAC JULIEN,05/06/2014,05/06/2014 -,Formation,,
ASTRAZENECA,Médecin,BRASSAC JULIEN,16/04/2014,16/04/2014 -,Formation,,
ASTRAZENECA,Médecin,BRASSAC JULIEN,03/04/2014,03/04/2014 -,Formation,,
ASTRAZENECA,Médecin,BREVET CELINE,10/09/2013,10/09/2013 -,Formation,,
ASTRAZENECA,Médecin,CAILLE LEHEZEE RENEE,05/06/2014,05/06/2014 -,Formation,,
ASTRAZENECA,Médecin,CAILLE LEHEZEE RENEE,08/10/2013,08/10/2013 -,Formation,,
ASTRAZENECA,Médecin,CAILLE LEHEZEE RENEE,03/04/2014,03/04/2014 -,Formation,,
ASTRAZENECA,Médecin,CAILLE LEHEZEE RENEE,18/03/2014,18/03/2014 -,Formation,,
ASTRAZENECA,Médecin,CAILLE LEHEZEE RENEE,16/04/2014,16/04/2014 -,Formation,,
ASTRAZENECA,Médecin,LOUDOT LUCILLE,10/09/2013,10/09/2013 -,Formation,,
ASTRAZENECA,Médecin,MAMALIAN MARC,10/09/2013,10/09/2013 -,Formation,,
ASTRAZENECA,Médecin,SUR RICHARD,08/10/2013,08/10/2013 -,Formation,,
