A+A,Médecin,POUPARD JEAN PIERRE,03/12/2013,02/12/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,POUPARD JEAN PIERRE,22/11/2013,21/11/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,POUPARD JEAN PIERRE,16/07/2013,16/07/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,POUPARD JEAN PIERRE,23/04/2012,19/04/2012 -,ETUDE DE MARCHE,,
ASTELLAS PHARMA,Médecin,PIGUET CHRISTOPHE,20/03/2012,20/03/2012 -,CONGRES/SYMPOSIUM,,
ASTRAZENECA,Médecin,AGLIANY ASTRID,10/10/2013,10/10/2013 -,Formation,,
ASTRAZENECA,Médecin,AGLIANY ASTRID,20/11/2013,20/11/2013 -,Formation,,
ASTRAZENECA,Médecin,BOUHET FRANCOIS,19/11/2013,19/11/2013 -,Formation,,
ASTRAZENECA,Médecin,BOUHET FRANCOIS,18/02/2014,18/02/2014 -,Formation,,
ASTRAZENECA,Médecin,BRISSAUD JEAN JACQUES,18/02/2014,18/02/2014 -,Formation,,
ASTRAZENECA,Médecin,BRISSAUD JEAN JACQUES,18/03/2014,18/03/2014 -,Formation,,
ASTRAZENECA,Médecin,BRISSAUD JEAN JACQUES,20/11/2013,20/11/2013 -,Formation,,
ASTRAZENECA,Médecin,BRISSAUD JEAN JACQUES,19/11/2013,19/11/2013 -,Formation,,
ASTRAZENECA,Médecin,CHABUT ERIC,18/02/2014,18/02/2014 -,Formation,,
ASTRAZENECA,Médecin,CHABUT ERIC,19/11/2013,19/11/2013 -,Formation,,
ASTRAZENECA,Médecin,FRUGIER MICKAEL,19/11/2013,19/11/2013 -,Formation,,
ASTRAZENECA,Médecin,FRUGIER MICKAEL,20/11/2013,20/11/2013 -,Formation,,
ASTRAZENECA,Médecin,FRUGIER MICKAEL,18/02/2014,18/02/2014 -,Formation,,
ASTRAZENECA,Médecin,LEGROS JEAN PASCAL,18/02/2014,18/02/2014 -,Formation,,
ASTRAZENECA,Médecin,POUPARD JEAN PIERRE,12/03/2014,12/03/2014 -,Formation,,
