A+A,Médecin,COURDY CHRISTIAN,14/09/2012,14/09/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,COURDY CHRISTIAN,30/03/2012,30/03/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,COURDY CHRISTIAN,12/07/2012,12/07/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,TILLY JEAN JACQUES,14/05/2012,14/05/2012 -,ETUDE DE MARCHE,,
All Global,Médecin,Courdy Christian,13/05/2014,13/05/2014 -,[Marketing],,
ASTRAZENECA,Médecin,BOISSERAND MICHEL,12/06/2014,12/06/2014 -,Formation,,
ASTRAZENECA,Médecin,ROBIN MARTINE,05/12/2013,05/12/2013 -,Formation,,
ASTRAZENECA,Médecin,ROBIN MARTINE,12/06/2014,12/06/2014 -,Formation,,
Bayer HealthCare SAS,Médecin,ROBIN MARTINE,19/12/2013,19/12/2013 - 19/12/2013,AUTRE : MANIFESTATION DE PROMOTION,,
Bayer HealthCare SAS,Médecin,ROBIN MARTINE,12/09/2013,12/09/2013 - 12/09/2013,AUTRE : MANIFESTATION DE PROMOTION,,
Genactis SAS,Médecin,Courdy Christian,28/11/2012,20/11/2012 - 31/01/2013,Autre: Collaboration pour une Etude de Marché,,
HEALTHCAREGEN COMMUNICATION,Pharmacien,PHIE CORNANGUER PHIE CORNANGUER,21/03/2014,08/04/2014 -,AUTRE : CONTRAT D ACHAT D ESPACE PUBLICITAIRE,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROBIN MARTINE,23/01/2014,23/01/2014 - 23/01/2014,Autre : [Convention d'Hospitalité],,
Laboratoires Grünenthal SAS,Médecin,ROBIN MARTINE,20/02/2014,20/02/2014 -,REUNION SCIENTIFIQUE,,
LABORATOIRES MAYOLY SPINDLER,Médecin,ROBIN Martine,26/06/2014,26/06/2014 -,Conseil Relations professionnelles,,
LES LABORATOIRES SERVIER,Médecin,BOISSERAND MICHEL,11/03/2014,11/03/2014 -,Manifestation scientifique - congrès - table ronde - ... (A SUP. APRES FIX INDACFOBJCNV),,
LES LABORATOIRES SERVIER,Médecin,ROBIN MARTINE,11/03/2014,11/03/2014 -,Manifestation scientifique - congrès - table ronde - ... (A SUP. APRES FIX INDACFOBJCNV),,
LES LABORATOIRES SERVIER,Médecin,ROBIN MARTINE,24/10/2013,24/10/2013 -,Autre : Manifestation scientifique,,
MSD France,Médecin,BOISSERAND MICHEL,10/04/2014,10/04/2014 -,CONVENTION D’HOSPITALITÉ,,
MSD France,Médecin,BOISSERAND MICHEL,27/02/2014,27/02/2014 -,CONVENTION D’HOSPITALITÉ,,
