KRKA FRANCE EURL,Autres types de personne morale,PHARMACIE DUCRET-BRETILLON,01/10/2013,01/10/2013 -,AUTRE: [CONTRAT CADRE DE LOUAGE DE CHOSES ET D'OUVRAGE A DES FINS PUBLICITAIRES],,
LES LABORATOIRES SERVIER,Médecin,LAMY MARYSE,04/07/2013,04/07/2013 -,Autre : Manifestation scientifique,,
LES LABORATOIRES SERVIER,Médecin,LAMY MARYSE,10/04/2014,10/04/2014 -,Manifestation scientifique - congrès - table ronde - ... (A SUP. APRES FIX INDACFOBJCNV),,
MSD France,Médecin,LAMY MARYSE,24/09/2013,24/09/2013 -,CONVENTION D’HOSPITALITÉ,,
MSD France,Médecin,LAMY MARYSE,12/05/2014,12/05/2014 -,CONVENTION D’HOSPITALITÉ,,
MSD France,Médecin,LAMY MARYSE,28/01/2014,28/01/2014 -,CONVENTION D’HOSPITALITÉ,,
MSD France,Médecin,LAMY MARYSE,29/04/2014,29/04/2014 -,CONVENTION D’HOSPITALITÉ,,
PFIZER SAS,Médecin,LAMY MARYSE,18/02/2014,18/02/2014 - 18/02/2014,HOSPITALITE RP/CONGRES / SYMPO,,
ROCHE SAS,Médecin,CASASNOVAS OLIVIER,02/01/2012,02/01/2012 -,RECHERCHE,,
SANOFI AVENTIS FRANCE,Pharmacien,TANGUY SEGUIN MYLENE,27/05/2014,27/05/2014 - 27/05/2014,Autre : [Réunion],,
TEVA SANTE SAS,Autres types de personne morale,PHIE DUCRET BRETILLON,05/12/2013,01/01/2014 - 31/03/2014,AUTRE : ACHAT D'ESPACE,,
