A+A,Médecin,DASSENOY CAPDEILLAYRE CHANTAL,26/03/2012,22/03/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,DUBOIS KARIM,04/06/2013,04/06/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,MAGNIER BERNARD,18/07/2013,17/07/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,SOULIE JEAN MARC,21/03/2012,20/03/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,SOULIE JEAN MARC,25/07/2012,25/07/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,SOULIE JEAN MARC,14/01/2013,11/01/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,SOULIE JEAN MARC,23/04/2012,19/04/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,ZBIDA MOUSSA,14/05/2012,14/05/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,ZBIDA MOUSSA,04/01/2012,04/01/2012 -,ETUDE DE MARCHE,,
A+A,Pharmacien,GARCIAS KATY,03/05/2013,30/04/2013 -,ETUDE DE MARCHE,,
ABBOTT PRODUCTS SAS,Médecin,MILLERET RENE,30/04/2014,30/04/2014 - 31/12/2014,RECHERCHE,,
ABBOTT PRODUCTS SAS,Médecin,ZBIDA Moussa,19/09/2013,11/10/2013 -,Congres, Symposium,,
AbbVie,Médecin,AUDEMAR SAMUEL,23/01/2014,23/01/2014 -,AUTRE: [CONVENTION HOSPITALITE],,
AbbVie,Médecin,MARTIN OLIVIER,23/01/2014,23/01/2014 -,AUTRE: [CONVENTION HOSPITALITE],,
All Global,Médecin,Plan Pascal,11/04/2014,11/04/2014 -,[Marketing],,
All Global,Médecin,Plan Pascal,23/10/2013,23/10/2013 -,[Marketing],,
All Global,Médecin,Plan Pascal,29/10/2013,29/10/2013 -,[Marketing],,
All Global,Médecin,Plan Pascal,13/05/2014,13/05/2014 -,[Marketing],,
ASTELLAS PHARMA,Médecin,SOULIE JEAN-MARC,25/07/2013,25/07/2013 -,RECHERCHE,,
ASTRAZENECA,Médecin,MAZARD PHILIPPE,28/01/2014,28/01/2014 -,Formation,,
