ASTRAZENECA,Médecin,DEMORY MICHEL,28/11/2013,28/11/2013 -,Formation,,
ASTRAZENECA,Médecin,LEMER PATRICK,28/11/2013,28/11/2013 -,Formation,,
ASTRAZENECA,Médecin,LEROY JEAN MICHEL,28/11/2013,28/11/2013 -,Formation,,
ASTRAZENECA,Médecin,LEROY JEAN MICHEL,22/05/2014,22/05/2014 -,Formation,,
ASTRAZENECA,Médecin,MAUDE ERIC,20/03/2014,20/03/2014 -,Formation,,
ASTRAZENECA,Médecin,MAUDE ERIC,23/01/2014,23/01/2014 -,Formation,,
ASTRAZENECA,Médecin,MAUDE ERIC,22/05/2014,22/05/2014 -,Formation,,
ASTRAZENECA,Médecin,SANTIN DUBOIS KARINE,02/04/2014,02/04/2014 -,Formation,,
ASTRAZENECA,Médecin,SANTIN DUBOIS KARINE,28/11/2013,28/11/2013 -,Formation,,
Bayer HealthCare SAS,Médecin,MAUDE ERIC,05/10/2013,05/10/2013 - 06/10/2013,AUTRE : MANIFESTATION DE PROMOTION,,
Bayer HealthCare SAS,Médecin,MAUDE ERIC,14/11/2013,14/11/2013 - 14/11/2013,AUTRE : MANIFESTATION DE PROMOTION,,
BOEHRINGER INGELHEIM FRANCE,Médecin,LEROY JEAN MICHEL,03/04/2014,03/04/2014 -,AUTRE : PARTICIPATION A MANIFESTATION SCIENTIFIQUE,,
BOEHRINGER INGELHEIM FRANCE,Médecin,LEROY JEAN MICHEL,07/11/2013,07/11/2013 -,AUTRE : PARTICIPATION A MANIFESTATION SCIENTIFIQUE,,
BOEHRINGER INGELHEIM FRANCE,Médecin,SANTIN DUBOIS KARINE,07/11/2013,07/11/2013 -,AUTRE : PARTICIPATION A MANIFESTATION SCIENTIFIQUE,,
DAIICHI SANKYO FRANCE SAS,Médecin,MAUDE ERIC,01/10/2013,01/10/2013 - 01/10/2013,Autre : [ hospitalité ],,
JANSSEN-CILAG,Médecin,VANEECLOO PIERRE,21/05/2013,21/05/2013 - 21/05/2013,CONGRES / SYMPOSIUM,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEROY JEAN MICHEL,25/03/2014,25/03/2014 - 25/03/2014,Autre : [Convention d'Hospitalité],,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MAUDE ERIC,13/09/2013,13/09/2013 -,AUTRE : [CONVENTION HOSPITALITE],,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MAUDE ERIC,13/02/2014,13/02/2014 - 13/02/2014,Autre : [Convention d'Hospitalité],,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MAUDE ERIC,17/01/2014,17/01/2014 - 17/01/2014,Autre : [Convention d'Hospitalité],,
