A+A,Médecin,GENEST MARC,03/01/2013,02/01/2013 -,ETUDE DE MARCHE,,
A+A,Pharmacien,ESCAFFRE OLIVIER,12/06/2014,12/06/2014 -,ETUDE DE MARCHE,,
A+A,Pharmacien,ESCAFFRE OLIVIER,29/03/2013,29/03/2013 -,ETUDE DE MARCHE,,
A+A,Pharmacien,ESCAFFRE OLIVIER,21/02/2013,21/02/2013 -,ETUDE DE MARCHE,,
A+A,Pharmacien,ESCAFFRE OLIVIER,22/01/2014,22/01/2014 -,ETUDE DE MARCHE,,
A+A,Pharmacien,ESCAFFRE OLIVIER,01/03/2012,01/03/2012 -,ETUDE DE MARCHE,,
A+A,Pharmacien,ESCAFFRE OLIVIER,05/01/2012,05/01/2012 -,ETUDE DE MARCHE,,
A+A,Pharmacien,ESCAFFRE OLIVIER,29/03/2013,29/03/2013 -,ETUDE DE MARCHE,,
A+A,Pharmacien,ESCAFFRE OLIVIER,19/03/2013,18/03/2013 -,ETUDE DE MARCHE,,
A+A,Pharmacien,HOTIN JEAN PIERRE,16/01/2012,16/01/2012 -,ETUDE DE MARCHE,,
A+A,Pharmacien,HOTIN JEAN PIERRE,02/03/2012,29/02/2012 -,ETUDE DE MARCHE,,
ABBOTT PRODUCTS SAS,Médecin,AL HENNAWI Raed,19/09/2013,11/10/2013 -,Congres, Symposium,,
All Global,Médecin,Arabeyre Stephan,11/12/2013,11/12/2013 -,[Marketing],,
All Global,Médecin,Arabeyre Stephan,01/05/2014,27/04/2014 -,[Marketing],,
All Global,Médecin,Arabeyre Stephan,30/04/2014,30/04/2014 -,[Marketing],,
All Global,Médecin,Arabeyre Stephan,21/05/2014,21/05/2014 -,[Marketing],,
All Global,Médecin,Arabeyre Stephan,26/04/2014,26/04/2014 -,[Marketing],,
All Global,Pharmacien,Escaffre Olivier,21/01/2014,21/01/2014 -,[Marketing],,
All Global,Pharmacien,Escaffre Olivier,09/01/2014,08/01/2014 -,[Marketing],,
ASTELLAS PHARMA,Médecin,AL HENNAWI REAED,06/07/2012,06/07/2012 -,CONGRES/SYMPOSIUM,,
