A+A,Médecin,GOMER JEAN PIERRE,12/04/2013,12/04/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,MARQUE NICOLAS,06/08/2012,06/08/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,MARQUE NICOLAS,06/06/2013,06/06/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,MARQUE NICOLAS,26/12/2013,24/12/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,MARQUE NICOLAS,16/01/2013,15/01/2013 -,ETUDE DE MARCHE,,
ABBOTT FRANCE,Médecin,MARQUE NICOLAS,27/11/2013,28/01/2014 - 31/01/2014,CONGRES, SYMPOSIUM,,
ALK-Abelló,Médecin,DORLHIAC BENEDICTE,01/10/2012,01/10/2012 -,Recherche,,
ALK-Abelló,Médecin,DORLHIAC BENEDICTE,07/05/2014,07/05/2014 - 07/05/2014,Autre : RÃ©union scientifique,,
ALK-Abelló,Médecin,DORLHIAC BENEDICTE,01/10/2012,01/10/2012 -,Autre : [Collaboration Scientifique],,
ALK-Abelló,Médecin,DORLHIAC BENEDICTE,10/04/2014,10/04/2014 - 10/04/2014,Autre : RÃ©union scientifique,,
ASTRAZENECA,Médecin,AGUILLON SANDRINE,13/05/2014,13/05/2014 -,Formation,,
ASTRAZENECA,Médecin,AGUILLON SANDRINE,01/04/2014,01/04/2014 -,Formation,,
ASTRAZENECA,Médecin,AGUILLON SANDRINE,14/01/2014,14/01/2014 -,Formation,,
ASTRAZENECA,Médecin,LOISEAU THIERRY,21/11/2013,21/11/2013 -,Formation,,
AXONAL,Médecin,DORLHIAC Benedicte,17/10/2013,17/10/2013 -,CONVENTION RECHERCHE,,
Bayer HealthCare SAS,Association professionnel de santé,ASSOCIATION PICR : PREVENTION ET INNOVATION CARDIOLOGIQUE ET RADIOLOGIE,25/09/2013,26/09/2013 - 26/09/2013,Autre :Contrat de location de stand,,
BIOCODEX,Médecin,DAKAR ALEXANDRE,15/10/2013,12/12/2013 - 12/12/2013,AUTRE,,
BOEHRINGER INGELHEIM FRANCE,Médecin,CORVEST GAEL,08/11/2013,08/11/2013 -,AUTRE : PARTICIPATION A MANIFESTATION SCIENTIFIQUE,,
BOEHRINGER INGELHEIM FRANCE,Médecin,LOISEAU THIERRY,30/01/2014,30/01/2014 -,AUTRE : PARTICIPATION A MANIFESTATION SCIENTIFIQUE,,
DAIICHI SANKYO FRANCE SAS,Médecin,AIT SOUSS MOHAMED,06/03/2014,06/03/2014 - 06/03/2014,Autre : [hospitalité],,
