A+A,Médecin,BRARD MICHELINE,19/10/2012,18/10/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,LHERITIER CAROLINE,19/10/2012,18/10/2012 -,ETUDE DE MARCHE,,
ABBOTT PRODUCTS SAS,Médecin,ROTA GUALTIERI GIOVANNI,13/12/2013,13/12/2013 -,Congres, Symposium,,
ASTRAZENECA,Etudiant,AUGUSTY EDIMA,12/06/2014,12/06/2014 -,Formation,,
ASTRAZENECA,Médecin,ADOLPHE FRECHOU CHRISTELLE,20/02/2014,20/02/2014 -,Formation,,
ASTRAZENECA,Médecin,BRARD MICHELINE,10/04/2014,10/04/2014 -,Formation,,
ASTRAZENECA,Médecin,GALANTH SOPHIE,06/12/2013,06/12/2013 -,Formation,,
ASTRAZENECA,Médecin,GALANTH SOPHIE,26/06/2014,26/06/2014 -,Formation,,
ASTRAZENECA,Médecin,GALANTH SOPHIE,21/11/2013,21/11/2013 -,Formation,,
ASTRAZENECA,Médecin,GALANTH SOPHIE,15/01/2014,15/01/2014 -,Formation,,
ASTRAZENECA,Médecin,GALANTH SOPHIE,12/06/2014,12/06/2014 -,Formation,,
ASTRAZENECA,Médecin,RAZANAKINIAINA FRANÇOISE,07/11/2013,07/11/2013 -,Formation,,
BOIRON CARAIBES,Sage-femme,VIRASSAMY LADINE SARAH,28/06/2014,28/06/2014 -,FORMATION,,
BOIRON CARAIBES,Sage-femme,VIRASSAMY LADINE SARAH,16/05/2014,16/05/2014 -,[FORMATION],,
IPSEN PHARMA,Médecin,GALANTH SOPHIE,23/01/2014,23/01/2014 - 24/01/2014,CONVENTION D'HOSPITALITE,,
JANSSEN-CILAG,Médecin,CHEMIN CATHERINE,22/01/2014,22/01/2014 - 24/01/2014,CONGRES / SYMPOSIUM,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BRARD MICHELINE,06/09/2013,06/09/2013 -,AUTRE : [CONVENTION HOSPITALITE],,
LES LABORATOIRES SERVIER,Médecin,BRARD Micheline,14/11/2013,14/11/2013 -,Autre : Manifestation scientifique,,
LES LABORATOIRES SERVIER,Médecin,BRARD Micheline,29/01/2014,29/01/2014 -,Autre : Manifestation scientifique,,
LES LABORATOIRES SERVIER,Médecin,BRARD Micheline,18/09/2013,18/09/2013 -,Autre : Manifestation scientifique,,
