A+A,Médecin,ABDELMALEK BEOUCHE FAOUZIA,14/11/2013,13/11/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,GAUDET RODOLPHE,30/07/2012,26/07/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,HOMOKOS HELEN,20/06/2013,20/06/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,HOMOKOS HELEN,28/02/2012,28/02/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,HOMOKOS HELEN,12/03/2013,12/03/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,HOMOKOS HELEN,09/10/2012,08/10/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,HOMOKOS HELEN,27/08/2013,26/08/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,HOMOKOS HELEN,10/05/2012,10/05/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,HOMOKOS HELEN,22/11/2013,21/11/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,HOMOKOS HELEN,11/10/2012,11/10/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,HOMOKOS HELEN,16/03/2012,16/03/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,HOMOKOS HELEN,17/07/2012,17/07/2012 -,ETUDE DE MARCHE,,
A+A,Pharmacien,BALDI MOHAMED,03/05/2013,30/04/2013 -,ETUDE DE MARCHE,,
A+A,Pharmacien,BALDI MOHAMED,17/04/2012,13/04/2012 -,ETUDE DE MARCHE,,
AbbVie,Médecin,CARBONNIER JOSE,05/06/2014,05/06/2014 -,AUTRE: [CONVENTION HOSPITALITE],,
AbbVie,Médecin,CARBONNIER JOSE,05/09/2013,05/09/2013 -,AUTRE: [CONVENTION HOSPITALITE],,
Actelion Pharmaceuticals France,Médecin,ABADJI RAYMOND,11/10/2013,11/10/2013 - 11/10/2013,AUTRE [CONNEXION],,
ASPEN FRANCE,Autres types de personne morale,STACI,20/12/2013,01/01/2014 - 01/01/2017,Contrat de logistique,,
ASTRAZENECA,Médecin,LANSSADE REYNALD,21/11/2013,21/11/2013 -,Formation,,
ASTRAZENECA,Médecin,LANSSADE REYNALD,09/10/2013,09/10/2013 -,Formation,,
