ASTRAZENECA,Médecin,BERTRAND HUGUES,28/11/2013,28/11/2013 -,Formation,,
ASTRAZENECA,Médecin,BOSSARD COADER SANDRA,28/11/2013,28/11/2013 -,Formation,,
ASTRAZENECA,Médecin,GOUGEON BELLANGER VERONIQUE,05/11/2013,05/11/2013 -,Formation,,
ASTRAZENECA,Médecin,LIGNON BRUNO,28/11/2013,28/11/2013 -,Formation,,
ASTRAZENECA,Médecin,PIGNIER BELJEAN BENEDICTE,28/11/2013,28/11/2013 -,Formation,,
ASTRAZENECA,Médecin,TOSTIVINT PHILIPPE,28/11/2013,28/11/2013 -,Formation,,
Bayer HealthCare SAS,Médecin,GOUGEON BELLANGER VERONIQUE,05/06/2014,05/06/2014 - 05/06/2014,AUTRE : MANIFESTATION DE PROMOTION,,
Bayer HealthCare SAS,Médecin,PIGNIER BELJEAN BENEDICTE,05/06/2014,05/06/2014 - 05/06/2014,AUTRE : MANIFESTATION DE PROMOTION,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GOUGEON BELLANGER VERONIQUE,30/05/2013,30/05/2013 -,Autre : [Convention hospitalite],,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PIGNIER BELJEAN BENEDICTE,06/02/2014,06/02/2014 - 06/02/2014,Autre : [Convention d'Hospitalité],,
MSD France,Médecin,GOUGEON BELLANGER VERONIQUE,10/03/2014,10/03/2014 -,CONVENTION D’HOSPITALITÉ,,
MSD France,Médecin,GOUGEON BELLANGER VERONIQUE,20/03/2014,20/03/2014 -,CONVENTION D’HOSPITALITÉ,,
MSD France,Médecin,GOUGEON BELLANGER VERONIQUE,26/06/2012,26/06/2012 -,CONVENTION D HOSPITALITE,,
MSD France,Médecin,PIGNIER BELJEAN BENEDICTE,10/03/2014,10/03/2014 -,CONVENTION D’HOSPITALITÉ,,
MSD France,Médecin,TOSTIVINT PHILIPPE,20/03/2014,20/03/2014 -,CONVENTION D’HOSPITALITÉ,,
TEVA SANTE SAS,Autres types de personne morale,PHIE DE LA VICTOIRE / SNC,01/10/2013,01/10/2013 - 31/12/2013,AUTRE : ACHAT D'ESPACE,,
TEVA SANTE SAS,Autres types de personne morale,PHIE DE LA VICTOIRE / SNC,04/12/2013,01/01/2014 - 31/03/2014,AUTRE : ACHAT D'ESPACE,,
TEVA SANTE SAS,Médecin,GOUGEON BELLANGER VERONIQUE,03/04/2014,03/04/2014 - 03/04/2014,AUTRE : HOSPITALITE - MANIFESTATION SCIENTIFIQUE/PROFESSIONNELLE,,
TEVA SANTE SAS,Médecin,PIGNIER BELJEAN BENEDICTE,03/04/2014,03/04/2014 - 03/04/2014,AUTRE : HOSPITALITE - MANIFESTATION SCIENTIFIQUE/PROFESSIONNELLE,,
TEVA SANTE SAS,Médecin,PIGNIER BELJEAN BENEDICTE,23/01/2014,23/01/2014 - 24/01/2014,AUTRE : HOSPITALITE - MANIFESTATION SCIENTIFIQUE/PROFESSIONNELLE,,
