A+A,Médecin,ARONOFF LILIANE,02/02/2012,31/01/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,GUICHEBARON JEAN YVES,05/04/2013,03/04/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,GUICHEBARON JEAN YVES,06/03/2012,06/03/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,GUICHEBARON JEAN YVES,24/07/2012,24/07/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,KADRI MUSTAPHA,17/07/2012,17/07/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,LARDANS SANOGO FRANCOISE,16/01/2013,16/01/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,MINGAM STEPHANE,09/07/2012,09/07/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,MINGAM STEPHANE,23/07/2013,19/07/2013 -,ETUDE DE MARCHE,,
ABBOTT FRANCE,Infirmier,ROYER VALERIE,27/11/2013,28/01/2014 - 31/01/2014,CONGRES, SYMPOSIUM,,
ABBOTT FRANCE,Médecin,BEHAR PATRICK,07/01/2014,07/01/2014 -,CONSEIL,,
ABBOTT FRANCE,Médecin,CHOBY MICHAEL,20/04/2014,20/05/2014 - 23/05/2014,CONGRES, SYMPOSIUM,,
ABBOTT FRANCE,Médecin,CROCHEMORE ELISE,24/02/2014,11/03/2014 - 14/03/2014,CONGRES, SYMPOSIUM,,
ABBOTT FRANCE,Médecin,LESAULT PIERRE FRANCOIS,07/01/2014,07/01/2014 -,CONSEIL,,
ABBOTT FRANCE,Médecin,LESAULT PIERRE FRANCOIS,16/05/2014,12/06/2014 - 14/06/2014,CONGRES, SYMPOSIUM,,
ABBOTT FRANCE,Médecin,LESAULT Pierre-Franois,23/05/2013,11/06/2013 -,Congres, Symposium,,
ABBOTT PRODUCTS SAS,Médecin,LE LUYER Bernard ,16/05/2014,16/05/2014 -,CONGRES, SYMPOSIUM,,
AbbVie,Médecin,CAUJOLLE BERNARD,10/06/2014,10/06/2014 -,AUTRE: [CONVENTION HOSPITALITE],,
AbbVie,Médecin,CAUJOLLE BERNARD,10/12/2013,10/12/2013 -,AUTRE: [CONVENTION HOSPITALITE],,
AbbVie,Médecin,CAUJOLLE BERNARD,17/09/2013,17/09/2013 -,AUTRE: [CONVENTION HOSPITALITE],,
AbbVie,Médecin,CAUJOLLE BERNARD,08/04/2014,08/04/2014 -,AUTRE: [CONVENTION HOSPITALITE],,
