A+A,Médecin,LE GOFF JEAN YVES,19/02/2013,18/02/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,LE GOFF JEAN YVES,11/07/2012,11/07/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,LE GOFF PHILIPPE,06/04/2012,05/04/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,LE GOFF PHILIPPE,16/01/2013,16/01/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,LE GOFF PHILIPPE,14/05/2012,14/05/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,LEPELLETIER ENNA,14/05/2012,14/05/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,LEPELLETIER ENNA,23/09/2013,23/09/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,LEPELLETIER ENNA,12/04/2013,12/04/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,LEPELLETIER ENNA,04/11/2013,04/11/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,OLLIVIER SYLVIANE,25/07/2013,24/07/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,SALAUN ANDRE,26/07/2012,26/07/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,WAGREZ PATRICIA,18/07/2013,17/07/2013 -,ETUDE DE MARCHE,,
AbbVie,Médecin,DE SAINT- PIERRE VÉRONIQUE,29/01/2014,29/01/2014 - 30/06/2015,RECHERCHE,,
AbbVie,Médecin,KERVARREC PATRICE,01/10/2013,01/10/2013 -,AUTRE: [CONVENTION HOSPITALITE],,
AbbVie,Médecin,KERVARREC PATRICE,07/01/2014,07/01/2014 - 30/06/2015,RECHERCHE,,
AbbVie,Médecin,LE MEUT RONAN,18/04/2014,18/04/2014 -,AUTRE: [CONVENTION HOSPITALITE],,
All Global,Pédicure-podologue,Ferreira Felipe,25/11/2013,25/11/2013 -,[Marketing],,
AMGEN SAS,Médecin,BARRET PASCALE,13/02/2014,03/03/2014 - 04/04/2014,AUTRE [CONVENTION D HOSPITALITE],,
AMGEN SAS,Médecin,BARRET PASCALE,13/02/2014,03/03/2014 - 04/04/2014,AUTRE [CONVENTION D HOSPITALITE],,
AMGEN SAS,Médecin,DUPEUX SIDONIE,13/02/2014,03/03/2014 - 04/04/2014,AUTRE [CONVENTION D HOSPITALITE],,
