ASTRAZENECA,Médecin,MICHENAUD BERNARD,14/05/2014,14/05/2014 -,Formation,,
ASTRAZENECA,Médecin,MORTIER J BERNARD,14/05/2014,14/05/2014 -,Formation,,
ASTRAZENECA,Pharmacien,PAPIN PUREN CLAIRE,27/03/2014,27/03/2014 -,Formation,,
Bayer HealthCare SAS,Médecin,MICHENAUD BERNARD,29/04/2014,29/04/2014 - 29/04/2014,AUTRE : MANIFESTATION DE PROMOTION,,
Bayer HealthCare SAS,Médecin,MORTIER J BERNARD,29/04/2014,29/04/2014 - 29/04/2014,AUTRE : MANIFESTATION DE PROMOTION,,
CHIESI SA,Médecin,GAUDREE LAURENCE,28/01/2014,28/01/2014 - 28/01/2014,Autre : HOSPITALITE RP,,
CHIESI SA,Médecin,JANTET CAMUT SYLVIE,28/01/2014,28/01/2014 - 28/01/2014,Autre : HOSPITALITE RP,,
CHIESI SA,Médecin,MICHENAUD BERNARD,28/01/2014,28/01/2014 - 28/01/2014,Autre : HOSPITALITE RP,,
CHIESI SA,Médecin,MORTIER J BERNARD,28/01/2014,28/01/2014 - 28/01/2014,Autre : HOSPITALITE RP,,
JANSSEN-CILAG,Médecin,CHAMBRIS FRANCOIS,18/06/2013,18/06/2013 - 18/06/2013,CONGRES / SYMPOSIUM,,
JANSSEN-CILAG,Médecin,JANTET CAMUT SYLVIE,18/06/2013,18/06/2013 - 18/06/2013,CONGRES / SYMPOSIUM,,
JANSSEN-CILAG,Médecin,MICHENAUD BERNARD,18/06/2013,18/06/2013 - 18/06/2013,CONGRES / SYMPOSIUM,,
KRKA FRANCE EURL,Autres types de personne morale,PHARMACIE AUBRETON,01/01/2014,01/01/2014 -,AUTRE: [CONTRAT CADRE DE LOUAGE DE CHOSES ET D'OUVRAGE A DES FINS PUBLICITAIRES],,
KRKA FRANCE EURL,Autres types de personne morale,PHARMACIE AUBRETON,01/02/2014,01/02/2014 -,AUTRE: [CONTRAT CADRE DE LOUAGE DE CHOSES ET D'OUVRAGE A DES FINS PUBLICITAIRES],,
Laboratoire AGUETTANT, Société par Actions Simplifiée,Infirmier,BEAUCHENE Damien,20/06/2014,15/02/2014 - 16/02/2014,Conseil,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GAUDREE LAURENCE,04/02/2014,04/02/2014 - 04/02/2014,Autre : [Convention d'Hospitalité],,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GAUDREE LAURENCE,24/09/2013,24/09/2013 -,AUTRE : [CONVENTION HOSPITALITE],,
LABORATOIRE GLAXOSMITHKLINE,Médecin,JANTET CAMUT SYLVIE,24/09/2013,24/09/2013 -,AUTRE : [CONVENTION HOSPITALITE],,
LABORATOIRE GLAXOSMITHKLINE,Médecin,JANTET CAMUT SYLVIE,25/02/2014,25/02/2014 - 25/02/2014,Autre : [Convention d'Hospitalité],,
LABORATOIRE GLAXOSMITHKLINE,Médecin,JANTET CAMUT SYLVIE,04/02/2014,04/02/2014 - 04/02/2014,Autre : [Convention d'Hospitalité],,
