ASTRAZENECA,Médecin,HAMON DOMINIQUE,18/12/2013,18/12/2013 -,Formation,,
ASTRAZENECA,Médecin,HAMON DOMINIQUE,19/03/2014,19/03/2014 -,Formation,,
BOEHRINGER INGELHEIM FRANCE,Médecin,HAMON DOMINIQUE,16/10/2013,16/10/2013 -,AUTRE : PARTICIPATION A MANIFESTATION SCIENTIFIQUE,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMON DOMINIQUE,20/11/2013,20/11/2013 -,AUTRE : [CONVENTION HOSPITALITE],,
MSD France,Médecin,BLACHER JEAN YVES,19/09/2012,19/09/2012 -,CONVENTION D HOSPITALITE,,
MSD France,Médecin,BLACHER JEAN YVES,18/01/2012,18/01/2012 -,CONVENTION D HOSPITALITE,,
MSD France,Médecin,HAMON DOMINIQUE,18/09/2013,18/09/2013 -,CONVENTION D’HOSPITALITÉ,,
MSD France,Médecin,HAMON DOMINIQUE,14/01/2014,14/01/2014 -,CONVENTION D’HOSPITALITÉ,,
MSD France,Médecin,HAMON DOMINIQUE,18/01/2012,18/01/2012 -,CONVENTION D HOSPITALITE,,
MSD France,Médecin,HAMON DOMINIQUE,13/06/2012,13/06/2012 -,CONVENTION D HOSPITALITE,,
MSD France,Médecin,HAMON DOMINIQUE,21/03/2012,21/03/2012 -,CONVENTION D HOSPITALITE,,
MUNDIPHARMA,Médecin,BLACHER JEAN YVES,19/02/2014,19/02/2014 -,AUTRE: CONVENTION D'HOSPITALITE,,
MUNDIPHARMA,Médecin,HAMON DOMINIQUE,19/02/2014,19/02/2014 -,AUTRE: CONVENTION D'HOSPITALITE,,
MUNDIPHARMA,Médecin,HAMON DOMINIQUE,18/06/2014,18/06/2014 - 18/06/2014,AUTRE : CONVENTION D'HOSPITALITE,,
MUNDIPHARMA,Médecin,HAMON DOMINIQUE,23/04/2014,23/04/2014 - 23/04/2014,AUTRE : CONVENTION D'HOSPITALITE,,
PIERRE FABRE MEDICAMENT,Médecin,BLACHER JEAN YVES,18/02/2014,18/02/2014 -,CONVENTION D'HOSPITALITE,,
PIERRE FABRE MEDICAMENT,Médecin,BLACHER JEAN YVES,03/04/2014,03/04/2014 -,CONVENTION D'HOSPITALITE,,
SANOFI AVENTIS FRANCE,Médecin,HAMON DOMINIQUE,27/05/2014,27/05/2014 - 27/05/2014,Autre : [Réunion],,
TEVA SANTE SAS,Autres types de personne morale,PHIE FONTAINE / SELARL,01/07/2013,01/07/2013 - 30/09/2013,AUTRE : ACHAT D'ESPACE,,
TEVA SANTE SAS,Autres types de personne morale,PHIE FONTAINE / SELARL,16/12/2013,01/01/2014 - 31/03/2014,AUTRE : ACHAT D'ESPACE,,
