A+A,Médecin,COUFFIN OLIVIER,02/07/2013,01/07/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,DASCALESCU CRISTINA,11/03/2013,11/03/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,DASCALESCU CRISTINA,19/04/2013,18/04/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,DASCALESCU CRISTINA,03/04/2013,03/04/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,DASCALESCU CRISTINA,18/06/2013,18/06/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,DASCALESCU CRISTINA,22/11/2012,22/11/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,DASCALESCU CRISTINA,06/12/2012,06/12/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,LE TALLEC CLAUDE,01/03/2012,29/02/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,MARTIN FABRICE,29/01/2013,29/01/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,SIEGRIST JEAN LUC,19/04/2013,19/04/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,SIEGRIST JEAN LUC,01/06/2012,31/05/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,SIEGRIST JEAN LUC,05/09/2012,05/09/2012 -,ETUDE DE MARCHE,,
A+A,Médecin,SOULET FRANCIS,18/07/2013,17/07/2013 -,ETUDE DE MARCHE,,
A+A,Médecin,TANTAWI BASSAM,30/01/2013,30/01/2013 -,ETUDE DE MARCHE,,
ABBOTT FRANCE,Infirmier,BALEAT OLIVIER,27/11/2013,28/01/2014 - 31/01/2014,CONGRES, SYMPOSIUM,,
AFFINITES SANTE,Médecin,ROSTOKER GUY,13/03/2014,04/07/2014 - 04/07/2014,CONSEIL,,
AMGEN SAS,Médecin,ABTAHI MEHDI,18/05/2013,18/05/2013 - 21/05/2013,CONGRES/SYMPOSIUM,,
AMGEN SAS,Médecin,ROSTOKER GUY,28/03/2013,06/06/2013 - 08/06/2013,AUTRE [CONVENTION D HOSPITALITE],,
AMGEN SAS,Médecin,ROSTOKER GUY,23/04/2014,13/06/2014 - 13/06/2014,AUTRE [CONVENTION D EXPERT],,
AMGEN SAS,Médecin,ROSTOKER GUY,06/11/2013,06/11/2013 - 10/11/2013,AUTRE [CONVENTION D HOSPITALITE],,
